"","mun","year","Nombre municipio","Departamento","presencia","Guerrilla","Paramilitaries","Disputa"
"1901",54418,1997,"Lourdes","Norte De Santander",1,1,0,0
"1902",54480,1997,"Mutiscua","Norte De Santander",0,0,0,0
"1903",54498,1997,"Ocaña","Norte De Santander",3,1,1,1
"1904",54518,1997,"Pamplona","Norte De Santander",0,0,0,0
"1905",54520,1997,"Pamplonita","Norte De Santander",0,0,0,0
"1906",54553,1997,"Puerto Santander","Norte De Santander",1,1,0,0
"1907",54599,1997,"Ragonvalia","Norte De Santander",0,0,0,0
"1908",54660,1997,"Salazar","Norte De Santander",1,1,0,0
"1909",54670,1997,"San Calixto","Norte De Santander",1,1,0,0
"1910",54673,1997,"San Cayetano","Norte De Santander",1,1,0,0
"1911",54680,1997,"Santiago","Norte De Santander",1,1,0,0
"1912",54720,1997,"Sardinata","Norte De Santander",1,1,0,0
"1913",54743,1997,"Silos","Norte De Santander",0,0,0,0
"1914",54800,1997,"Teorama","Norte De Santander",1,1,0,0
"1915",54810,1997,"Tibú","Norte De Santander",1,1,0,0
"1916",54820,1997,"Toledo","Norte De Santander",1,1,0,0
"1917",54871,1997,"Villa Caro","Norte De Santander",0,0,0,0
"1918",54874,1997,"Villa Del Rosario","Norte De Santander",1,1,0,0
"1919",63001,1997,"Armenia","Quindio",0,0,0,0
"1920",63111,1997,"Buenavista","Quindio",0,0,0,0
"1921",63130,1997,"Calarca","Quindio",1,1,0,0
"1922",63190,1997,"Circasia","Quindio",0,0,0,0
"1923",63212,1997,"Córdoba","Quindio",0,0,0,0
"1924",63272,1997,"Filandia","Quindio",0,0,0,0
"1925",63302,1997,"Génova","Quindio",1,1,0,0
"1926",63401,1997,"La Tebaida","Quindio",0,0,0,0
"1927",63470,1997,"Montenegro","Quindio",0,0,0,0
"1928",63548,1997,"Pijao","Quindio",0,0,0,0
"1929",63594,1997,"Quimbaya","Quindio",0,0,0,0
"1930",63690,1997,"Salento","Quindio",0,0,0,0
"1931",66001,1997,"Pereira","Risaralda",3,1,1,1
"1932",66045,1997,"Apía","Risaralda",1,1,0,0
"1933",66075,1997,"Balboa","Risaralda",0,0,0,0
"1934",66088,1997,"Belén De Umbría","Risaralda",0,0,0,0
"1935",66170,1997,"Dosquebradas","Risaralda",0,0,0,0
"1936",66318,1997,"Guática","Risaralda",1,1,0,0
"1937",66383,1997,"La Celia","Risaralda",0,0,0,0
"1938",66400,1997,"La Virginia","Risaralda",0,0,0,0
"1939",66440,1997,"Marsella","Risaralda",0,0,0,0
"1940",66456,1997,"Mistrató","Risaralda",1,1,0,0
"1941",66572,1997,"Pueblo Rico","Risaralda",3,1,1,1
"1942",66594,1997,"Quinchía","Risaralda",0,0,0,0
"1943",66682,1997,"Santa Rosa De Cabal","Risaralda",0,0,0,0
"1944",66687,1997,"Santuario","Risaralda",0,0,0,0
"1945",68001,1997,"Bucaramanga","Santander",1,1,0,0
"1946",68013,1997,"Aguada","Santander",0,0,0,0
"1947",68020,1997,"Albania","Santander",0,0,0,0
"1948",68051,1997,"Aratoca","Santander",0,0,0,0
"1949",68077,1997,"Barbosa","Santander",0,0,0,0
"1950",68079,1997,"Barichara","Santander",0,0,0,0
"1951",68081,1997,"Barrancabermeja","Santander",1,1,0,0
"1952",68092,1997,"Betulia","Santander",0,0,0,0
"1953",68101,1997,"Bolívar","Santander",1,1,0,0
"1954",68121,1997,"Cabrera","Santander",0,0,0,0
"1955",68132,1997,"California","Santander",0,0,0,0
"1956",68147,1997,"Capitanejo","Santander",3,1,1,1
"1957",68152,1997,"Carcasí","Santander",0,0,0,0
"1958",68160,1997,"Cepitá","Santander",0,0,0,0
"1959",68162,1997,"Cerrito","Santander",0,0,0,0
"1960",68167,1997,"Charalá","Santander",0,0,0,0
"1961",68169,1997,"Charta","Santander",0,0,0,0
"1962",68176,1997,"Chima","Santander",0,0,0,0
"1963",68179,1997,"Chipatá","Santander",0,0,0,0
"1964",68190,1997,"Cimitarra","Santander",1,1,0,0
"1965",68207,1997,"Concepción","Santander",3,1,1,1
"1966",68209,1997,"Confines","Santander",0,0,0,0
"1967",68211,1997,"Contratación","Santander",1,1,0,0
"1968",68217,1997,"Coromoro","Santander",0,0,0,0
"1969",68229,1997,"Curití","Santander",0,0,0,0
"1970",68235,1997,"El Carmen De Chucurí","Santander",0,0,0,0
"1971",68245,1997,"El Guacamayo","Santander",0,0,0,0
"1972",68250,1997,"El Peñón","Santander",0,0,0,0
"1973",68255,1997,"El Playón","Santander",1,1,0,0
"1974",68264,1997,"Encino","Santander",0,0,0,0
"1975",68266,1997,"Enciso","Santander",0,0,0,0
"1976",68271,1997,"Florián","Santander",3,1,1,1
"1977",68276,1997,"Floridablanca","Santander",1,1,0,0
"1978",68296,1997,"Galán","Santander",0,0,0,0
"1979",68298,1997,"Gambita","Santander",3,1,1,1
"1980",68307,1997,"Girón","Santander",1,1,0,0
"1981",68318,1997,"Guaca","Santander",1,1,0,0
"1982",68320,1997,"Guadalupe","Santander",0,0,0,0
"1983",68322,1997,"Guapotá","Santander",0,0,0,0
"1984",68324,1997,"Guavatá","Santander",0,0,0,0
"1985",68327,1997,"Güepsa","Santander",0,0,0,0
"1986",68344,1997,"Hato","Santander",0,0,0,0
"1987",68368,1997,"Jesús María","Santander",0,0,0,0
"1988",68370,1997,"Jordán","Santander",0,0,0,0
"1989",68377,1997,"La Belleza","Santander",1,1,0,0
"1990",68385,1997,"Landázuri","Santander",3,1,1,1
"1991",68397,1997,"La Paz","Santander",0,0,0,0
"1992",68406,1997,"Lebríja","Santander",1,1,0,0
"1993",68418,1997,"Los Santos","Santander",0,0,0,0
"1994",68425,1997,"Macaravita","Santander",0,0,0,0
"1995",68432,1997,"Málaga","Santander",0,0,0,0
"1996",68444,1997,"Matanza","Santander",3,1,1,1
"1997",68464,1997,"Mogotes","Santander",1,1,0,0
"1998",68468,1997,"Molagavita","Santander",0,0,0,0
"1999",68498,1997,"Ocamonte","Santander",0,0,0,0
"2000",68500,1997,"Oiba","Santander",0,0,0,0
"2001",68502,1997,"Onzaga","Santander",0,0,0,0
"2002",68522,1997,"Palmar","Santander",0,0,0,0
"2003",68524,1997,"Palmas Del Socorro","Santander",0,0,0,0
"2004",68533,1997,"Páramo","Santander",0,0,0,0
"2005",68547,1997,"Piedecuesta","Santander",1,1,0,0
"2006",68549,1997,"Pinchote","Santander",0,0,0,0
"2007",68572,1997,"Puente Nacional","Santander",0,0,0,0
"2008",68573,1997,"Puerto Parra","Santander",3,1,1,1
"2009",68575,1997,"Puerto Wilches","Santander",1,1,0,0
"2010",68615,1997,"Rionegro","Santander",1,1,0,0
"2011",68655,1997,"Sabana De Torres","Santander",1,1,0,0
"2012",68669,1997,"San Andrés","Santander",0,0,0,0
"2013",68673,1997,"San Benito","Santander",0,0,0,0
"2014",68679,1997,"San Gil","Santander",0,0,0,0
"2015",68682,1997,"San Joaquín","Santander",0,0,0,0
"2016",68684,1997,"San José De Miranda","Santander",0,0,0,0
"2017",68686,1997,"San Miguel","Santander",0,0,0,0
"2018",68689,1997,"San Vicente De Chucurí","Santander",1,1,0,0
"2019",68705,1997,"Santa Bárbara","Santander",0,0,0,0
"2020",68720,1997,"Santa Helena Del Opón","Santander",0,0,0,0
"2021",68745,1997,"Simacota","Santander",1,1,0,0
"2022",68755,1997,"Socorro","Santander",0,0,0,0
"2023",68770,1997,"Suaita","Santander",0,0,0,0
"2024",68773,1997,"Sucre","Santander",3,1,1,1
"2025",68780,1997,"Suratá","Santander",1,1,0,0
"2026",68820,1997,"Tona","Santander",1,1,0,0
"2027",68855,1997,"Valle De San José","Santander",0,0,0,0
"2028",68861,1997,"Vélez","Santander",0,0,0,0
"2029",68867,1997,"Vetas","Santander",0,0,0,0
"2030",68872,1997,"Villanueva","Santander",0,0,0,0
"2031",68895,1997,"Zapatoca","Santander",1,1,0,0
"2032",70001,1997,"Sincelejo","Sucre",3,1,1,1
"2033",70110,1997,"Buenavista","Sucre",1,1,0,0
"2034",70124,1997,"Caimito","Sucre",0,0,0,0
"2035",70204,1997,"Coloso","Sucre",3,1,1,1
"2036",70215,1997,"Corozal","Sucre",0,0,0,0
"2037",70221,1997,"Coveñas","Sucre",0,0,0,0
"2038",70230,1997,"Chalán","Sucre",1,1,0,0
"2039",70233,1997,"El Roble","Sucre",3,1,1,1
"2040",70235,1997,"Galeras","Sucre",1,1,0,0
"2041",70265,1997,"Guaranda","Sucre",1,1,0,0
"2042",70400,1997,"La Unión","Sucre",0,0,0,0
"2043",70418,1997,"Los Palmitos","Sucre",1,1,0,0
"2044",70429,1997,"Majagual","Sucre",1,1,0,0
"2045",70473,1997,"Morroa","Sucre",0,0,0,0
"2046",70508,1997,"Ovejas","Sucre",3,1,1,1
"2047",70523,1997,"Palmito","Sucre",0,0,0,0
"2048",70670,1997,"Sampués","Sucre",3,1,1,1
"2049",70678,1997,"San Benito Abad","Sucre",0,0,0,0
"2050",70702,1997,"San Juan De Betulia","Sucre",0,0,0,0
"2051",70708,1997,"San Marcos","Sucre",0,0,0,0
"2052",70713,1997,"San Onofre","Sucre",3,1,1,1
"2053",70717,1997,"San Pedro","Sucre",0,0,0,0
"2054",70742,1997,"San Luis De Sincé","Sucre",0,0,0,0
"2055",70771,1997,"Sucre","Sucre",1,1,0,0
"2056",70820,1997,"Santiago De Tolú","Sucre",0,0,0,0
"2057",70823,1997,"Tolú Viejo","Sucre",3,1,1,1
"2058",73001,1997,"Ibagué","Tolima",1,1,0,0
"2059",73024,1997,"Alpujarra","Tolima",0,0,0,0
"2060",73026,1997,"Alvarado","Tolima",2,0,1,0
"2061",73030,1997,"Ambalema","Tolima",0,0,0,0
"2062",73043,1997,"Anzoátegui","Tolima",3,1,1,1
"2063",73055,1997,"Armero","Tolima",3,1,1,1
"2064",73067,1997,"Ataco","Tolima",1,1,0,0
"2065",73124,1997,"Cajamarca","Tolima",0,0,0,0
"2066",73148,1997,"Carmen De Apicalá","Tolima",0,0,0,0
"2067",73152,1997,"Casabianca","Tolima",1,1,0,0
"2068",73168,1997,"Chaparral","Tolima",1,1,0,0
"2069",73200,1997,"Coello","Tolima",0,0,0,0
"2070",73217,1997,"Coyaima","Tolima",3,1,1,1
"2071",73226,1997,"Cunday","Tolima",3,1,1,1
"2072",73236,1997,"Dolores","Tolima",1,1,0,0
"2073",73268,1997,"Espinal","Tolima",3,1,1,1
"2074",73270,1997,"Falan","Tolima",3,1,1,1
"2075",73275,1997,"Flandes","Tolima",0,0,0,0
"2076",73283,1997,"Fresno","Tolima",3,1,1,1
"2077",73319,1997,"Guamo","Tolima",2,0,1,0
"2078",73347,1997,"Herveo","Tolima",0,0,0,0
"2079",73349,1997,"Honda","Tolima",0,0,0,0
"2080",73352,1997,"Icononzo","Tolima",3,1,1,1
"2081",73408,1997,"Lérida","Tolima",1,1,0,0
"2082",73411,1997,"Líbano","Tolima",1,1,0,0
"2083",73443,1997,"Mariquita","Tolima",0,0,0,0
"2084",73449,1997,"Melgar","Tolima",0,0,0,0
"2085",73461,1997,"Murillo","Tolima",0,0,0,0
"2086",73483,1997,"Natagaima","Tolima",3,1,1,1
"2087",73504,1997,"Ortega","Tolima",3,1,1,1
"2088",73520,1997,"Palocabildo","Tolima",3,1,1,1
"2089",73547,1997,"Piedras","Tolima",0,0,0,0
"2090",73555,1997,"Planadas","Tolima",1,1,0,0
"2091",73563,1997,"Prado","Tolima",1,1,0,0
"2092",73585,1997,"Purificación","Tolima",0,0,0,0
"2093",73616,1997,"Rioblanco","Tolima",1,1,0,0
"2094",73622,1997,"Roncesvalles","Tolima",3,1,1,1
"2095",73624,1997,"Rovira","Tolima",3,1,1,1
"2096",73671,1997,"Saldaña","Tolima",3,1,1,1
"2097",73675,1997,"San Antonio","Tolima",3,1,1,1
"2098",73678,1997,"San Luis","Tolima",0,0,0,0
"2099",73686,1997,"Santa Isabel","Tolima",1,1,0,0
"2100",73770,1997,"Suárez","Tolima",0,0,0,0
"2101",73854,1997,"Valle De San Juan","Tolima",0,0,0,0
"2102",73861,1997,"Venadillo","Tolima",1,1,0,0
"2103",73870,1997,"Villahermosa","Tolima",1,1,0,0
"2104",73873,1997,"Villarrica","Tolima",0,0,0,0
"2105",76001,1997,"Cali","Valle Del Cauca",3,1,1,1
"2106",76020,1997,"Alcalá","Valle Del Cauca",0,0,0,0
"2107",76036,1997,"Andalucía","Valle Del Cauca",0,0,0,0
"2108",76041,1997,"Ansermanuevo","Valle Del Cauca",0,0,0,0
"2109",76054,1997,"Argelia","Valle Del Cauca",0,0,0,0
"2110",76100,1997,"Bolívar","Valle Del Cauca",0,0,0,0
"2111",76109,1997,"Buenaventura","Valle Del Cauca",1,1,0,0
"2112",76111,1997,"Guadalajara De Buga","Valle Del Cauca",0,0,0,0
"2113",76113,1997,"Bugalagrande","Valle Del Cauca",0,0,0,0
"2114",76122,1997,"Caicedonia","Valle Del Cauca",3,1,1,1
"2115",76126,1997,"Calima","Valle Del Cauca",0,0,0,0
"2116",76130,1997,"Candelaria","Valle Del Cauca",0,0,0,0
"2117",76147,1997,"Cartago","Valle Del Cauca",0,0,0,0
"2118",76233,1997,"Dagua","Valle Del Cauca",3,1,1,1
"2119",76243,1997,"El Águila","Valle Del Cauca",0,0,0,0
"2120",76246,1997,"El Cairo","Valle Del Cauca",0,0,0,0
"2121",76248,1997,"El Cerrito","Valle Del Cauca",3,1,1,1
"2122",76250,1997,"El Dovio","Valle Del Cauca",0,0,0,0
"2123",76275,1997,"Florida","Valle Del Cauca",1,1,0,0
"2124",76306,1997,"Ginebra","Valle Del Cauca",3,1,1,1
"2125",76318,1997,"Guacarí","Valle Del Cauca",3,1,1,1
"2126",76364,1997,"Jamundí","Valle Del Cauca",1,1,0,0
"2127",76377,1997,"La Cumbre","Valle Del Cauca",0,0,0,0
"2128",76400,1997,"La Unión","Valle Del Cauca",0,0,0,0
"2129",76403,1997,"La Victoria","Valle Del Cauca",0,0,0,0
"2130",76497,1997,"Obando","Valle Del Cauca",0,0,0,0
"2131",76520,1997,"Palmira","Valle Del Cauca",3,1,1,1
"2132",76563,1997,"Pradera","Valle Del Cauca",1,1,0,0
"2133",76606,1997,"Restrepo","Valle Del Cauca",0,0,0,0
"2134",76616,1997,"Riofrío","Valle Del Cauca",3,1,1,1
"2135",76622,1997,"Roldanillo","Valle Del Cauca",0,0,0,0
"2136",76670,1997,"San Pedro","Valle Del Cauca",0,0,0,0
"2137",76736,1997,"Sevilla","Valle Del Cauca",0,0,0,0
"2138",76823,1997,"Toro","Valle Del Cauca",0,0,0,0
"2139",76828,1997,"Trujillo","Valle Del Cauca",0,0,0,0
"2140",76834,1997,"Tuluá","Valle Del Cauca",1,1,0,0
"2141",76845,1997,"Ulloa","Valle Del Cauca",0,0,0,0
"2142",76863,1997,"Versalles","Valle Del Cauca",0,0,0,0
"2143",76869,1997,"Vijes","Valle Del Cauca",0,0,0,0
"2144",76890,1997,"Yotoco","Valle Del Cauca",3,1,1,1
"2145",76892,1997,"Yumbo","Valle Del Cauca",3,1,1,1
"2146",76895,1997,"Zarzal","Valle Del Cauca",0,0,0,0
"2147",81001,1997,"Arauca","Arauca",0,0,0,0
"2148",81065,1997,"Arauquita","Arauca",1,1,0,0
"2149",81220,1997,"Cravo Norte","Arauca",0,0,0,0
"2150",81300,1997,"Fortul","Arauca",1,1,0,0
"2151",81591,1997,"Puerto Rondón","Arauca",1,1,0,0
"2152",81736,1997,"Saravena","Arauca",1,1,0,0
"2153",81794,1997,"Tame","Arauca",1,1,0,0
"2154",85001,1997,"Yopal","Casanare",3,1,1,1
"2155",85010,1997,"Aguazul","Casanare",3,1,1,1
"2156",85015,1997,"Chameza","Casanare",1,1,0,0
"2157",85125,1997,"Hato Corozal","Casanare",3,1,1,1
"2158",85136,1997,"La Salina","Casanare",0,0,0,0
"2159",85139,1997,"Maní","Casanare",3,1,1,1
"2160",85162,1997,"Monterrey","Casanare",0,0,0,0
"2161",85225,1997,"Nunchía","Casanare",3,1,1,1
"2162",85230,1997,"Orocué","Casanare",2,0,1,0
"2163",85250,1997,"Paz De Ariporo","Casanare",3,1,1,1
"2164",85263,1997,"Pore","Casanare",3,1,1,1
"2165",85279,1997,"Recetor","Casanare",0,0,0,0
"2166",85300,1997,"Sabanalarga","Casanare",0,0,0,0
"2167",85315,1997,"Sácama","Casanare",0,0,0,0
"2168",85325,1997,"San Luis De Palenque","Casanare",0,0,0,0
"2169",85400,1997,"Támara","Casanare",0,0,0,0
"2170",85410,1997,"Tauramena","Casanare",1,1,0,0
"2171",85430,1997,"Trinidad","Casanare",3,1,1,1
"2172",85440,1997,"Villanueva","Casanare",0,0,0,0
"2173",86001,1997,"Mocoa","Putumayo",3,1,1,1
"2174",86219,1997,"Colón","Putumayo",0,0,0,0
"2175",86320,1997,"Orito","Putumayo",1,1,0,0
"2176",86568,1997,"Puerto Asís","Putumayo",1,1,0,0
"2177",86569,1997,"Puerto Caicedo","Putumayo",3,1,1,1
"2178",86571,1997,"Puerto Guzmán","Putumayo",3,1,1,1
"2179",86573,1997,"Leguízamo","Putumayo",1,1,0,0
"2180",86749,1997,"Sibundoy","Putumayo",0,0,0,0
"2181",86755,1997,"San Francisco","Putumayo",0,0,0,0
"2182",86757,1997,"San Miguel","Putumayo",1,1,0,0
"2183",86760,1997,"Santiago","Putumayo",0,0,0,0
"2184",86865,1997,"Valle Del Guamuez","Putumayo",3,1,1,1
"2185",86885,1997,"Villagarzón","Putumayo",3,1,1,1
"2186",88564,1997,"Providencia","Archipiélago De San Andrés, Providencia Y Santa Catalina",0,0,0,0
"2187",91001,1997,"Leticia*","Amazonas",0,0,0,0
"2188",91540,1997,"Puerto Nariño*","Amazonas",0,0,0,0
"2189",94001,1997,"Inírida*","Guainía",0,0,0,0
"2190",95001,1997,"San José Del Guaviare","Guaviare",1,1,0,0
"2191",95015,1997,"Calamar","Guaviare",0,0,0,0
"2192",95025,1997,"El Retorno","Guaviare",1,1,0,0
"2193",95200,1997,"Miraflores","Guaviare",3,1,1,1
"2194",97001,1997,"Mitú*","Vaupés",0,0,0,0
"2195",97161,1997,"Caruru*","Vaupés",0,0,0,0
"2196",97666,1997,"Taraira*","Vaupés",0,0,0,0
"2197",99001,1997,"Puerto Carreño","Vichada",1,1,0,0
"2198",99524,1997,"La Primavera","Vichada",0,0,0,0
"2199",99624,1997,"Santa Rosalía","Vichada",0,0,0,0
"2200",99773,1997,"Cumaribo","Vichada",1,1,0,0
"2201",5001,1999,"Medellín","Antioquia",3,1,1,1
"2202",5002,1999,"Abejorral","Antioquia",3,1,1,1
"2203",5004,1999,"Abriaquí","Antioquia",2,0,1,0
"2204",5021,1999,"Alejandría","Antioquia",2,0,1,0
"2205",5030,1999,"Amagá","Antioquia",3,1,1,1
"2206",5031,1999,"Amalfi","Antioquia",3,1,1,1
"2207",5034,1999,"Andes","Antioquia",3,1,1,1
"2208",5036,1999,"Angelópolis","Antioquia",3,1,1,1
"2209",5038,1999,"Angostura","Antioquia",1,1,0,0
"2210",5040,1999,"Anorí","Antioquia",3,1,1,1
"2211",5042,1999,"Santafé de Antioquia","Antioquia",3,1,1,1
"2212",5044,1999,"Anza","Antioquia",1,1,0,0
"2213",5045,1999,"Apartadó","Antioquia",2,0,1,0
"2214",5051,1999,"Arboletes","Antioquia",0,0,0,0
"2215",5055,1999,"Argelia","Antioquia",3,1,1,1
"2216",5059,1999,"Armenia","Antioquia",3,1,1,1
"2217",5079,1999,"Barbosa","Antioquia",1,1,0,0
"2218",5086,1999,"Belmira","Antioquia",0,0,0,0
"2219",5088,1999,"Bello","Antioquia",2,0,1,0
"2220",5091,1999,"Betania","Antioquia",0,0,0,0
"2221",5093,1999,"Betulia","Antioquia",3,1,1,1
"2222",5101,1999,"Ciudad Bolívar","Antioquia",3,1,1,1
"2223",5107,1999,"Briceño","Antioquia",3,1,1,1
"2224",5113,1999,"Buriticá","Antioquia",3,1,1,1
"2225",5120,1999,"Cáceres","Antioquia",3,1,1,1
"2226",5125,1999,"Caicedo","Antioquia",0,0,0,0
"2227",5129,1999,"Caldas","Antioquia",1,1,0,0
"2228",5134,1999,"Campamento","Antioquia",1,1,0,0
"2229",5138,1999,"Cañasgordas","Antioquia",3,1,1,1
"2230",5142,1999,"Caracolí","Antioquia",2,0,1,0
"2231",5145,1999,"Caramanta","Antioquia",0,0,0,0
"2232",5147,1999,"Carepa","Antioquia",1,1,0,0
"2233",5148,1999,"El Carmen de Viboral","Antioquia",3,1,1,1
"2234",5150,1999,"Carolina","Antioquia",0,0,0,0
"2235",5154,1999,"Caucasia","Antioquia",3,1,1,1
"2236",5172,1999,"Chigorodó","Antioquia",2,0,1,0
"2237",5190,1999,"Cisneros","Antioquia",3,1,1,1
"2238",5197,1999,"Cocorná","Antioquia",1,1,0,0
"2239",5206,1999,"Concepción","Antioquia",3,1,1,1
"2240",5209,1999,"Concordia","Antioquia",3,1,1,1
"2241",5212,1999,"Copacabana","Antioquia",2,0,1,0
"2242",5234,1999,"Dabeiba","Antioquia",3,1,1,1
"2243",5237,1999,"Don Matías","Antioquia",0,0,0,0
"2244",5240,1999,"Ebéjico","Antioquia",3,1,1,1
"2245",5250,1999,"El Bagre","Antioquia",3,1,1,1
"2246",5264,1999,"Entrerrios","Antioquia",3,1,1,1
"2247",5266,1999,"Envigado","Antioquia",2,0,1,0
"2248",5282,1999,"Fredonia","Antioquia",3,1,1,1
"2249",5284,1999,"Frontino","Antioquia",3,1,1,1
"2250",5306,1999,"Giraldo","Antioquia",3,1,1,1
"2251",5308,1999,"Girardota","Antioquia",3,1,1,1
"2252",5310,1999,"Gómez Plata","Antioquia",3,1,1,1
"2253",5313,1999,"Granada","Antioquia",1,1,0,0
"2254",5315,1999,"Guadalupe","Antioquia",3,1,1,1
"2255",5318,1999,"Guarne","Antioquia",1,1,0,0
"2256",5321,1999,"Guatapé","Antioquia",1,1,0,0
"2257",5347,1999,"Heliconia","Antioquia",2,0,1,0
"2258",5353,1999,"Hispania","Antioquia",0,0,0,0
"2259",5360,1999,"Itagui","Antioquia",2,0,1,0
"2260",5361,1999,"Ituango","Antioquia",1,1,0,0
"2261",5364,1999,"Jardín","Antioquia",3,1,1,1
"2262",5368,1999,"Jericó","Antioquia",2,0,1,0
"2263",5376,1999,"La Ceja","Antioquia",2,0,1,0
"2264",5380,1999,"La Estrella","Antioquia",1,1,0,0
"2265",5390,1999,"La Pintada","Antioquia",1,1,0,0
"2266",5400,1999,"La Unión","Antioquia",1,1,0,0
"2267",5411,1999,"Liborina","Antioquia",0,0,0,0
"2268",5425,1999,"Maceo","Antioquia",1,1,0,0
"2269",5440,1999,"Marinilla","Antioquia",1,1,0,0
"2270",5467,1999,"Montebello","Antioquia",0,0,0,0
"2271",5475,1999,"Murindó","Antioquia",0,0,0,0
"2272",5480,1999,"Mutatá","Antioquia",1,1,0,0
"2273",5483,1999,"Nariño","Antioquia",1,1,0,0
"2274",5490,1999,"Necoclí","Antioquia",2,0,1,0
"2275",5495,1999,"Nechí","Antioquia",1,1,0,0
"2276",5501,1999,"Olaya","Antioquia",1,1,0,0
"2277",5541,1999,"Peñol","Antioquia",1,1,0,0
"2278",5543,1999,"Peque","Antioquia",3,1,1,1
"2279",5576,1999,"Pueblorrico","Antioquia",3,1,1,1
"2280",5579,1999,"Puerto Berrío","Antioquia",1,1,0,0
"2281",5585,1999,"Puerto Nare","Antioquia",0,0,0,0
"2282",5591,1999,"Puerto Triunfo","Antioquia",2,0,1,0
"2283",5604,1999,"Remedios","Antioquia",1,1,0,0
"2284",5607,1999,"Retiro","Antioquia",2,0,1,0
"2285",5615,1999,"Rionegro","Antioquia",3,1,1,1
"2286",5628,1999,"Sabanalarga","Antioquia",2,0,1,0
"2287",5631,1999,"Sabaneta","Antioquia",0,0,0,0
"2288",5642,1999,"Salgar","Antioquia",3,1,1,1
"2289",5647,1999,"San Andrés de Cuerquía","Antioquia",3,1,1,1
"2290",5649,1999,"San Carlos","Antioquia",3,1,1,1
"2291",5652,1999,"San Francisco","Antioquia",1,1,0,0
"2292",5656,1999,"San Jerónimo","Antioquia",1,1,0,0
"2293",5658,1999,"San José de La Montaña","Antioquia",3,1,1,1
"2294",5659,1999,"San Juan de Urabá","Antioquia",0,0,0,0
"2295",5660,1999,"San Luis","Antioquia",3,1,1,1
"2296",5664,1999,"San Pedro","Antioquia",3,1,1,1
"2297",5665,1999,"San Pedro de Uraba","Antioquia",3,1,1,1
"2298",5667,1999,"San Rafael","Antioquia",3,1,1,1
"2299",5670,1999,"San Roque","Antioquia",0,0,0,0
"2300",5674,1999,"San Vicente","Antioquia",2,0,1,0
"2301",5679,1999,"Santa Bárbara","Antioquia",2,0,1,0
"2302",5686,1999,"Santa Rosa de Osos","Antioquia",1,1,0,0
"2303",5690,1999,"Santo Domingo","Antioquia",1,1,0,0
"2304",5697,1999,"El Santuario","Antioquia",2,0,1,0
"2305",5736,1999,"Segovia","Antioquia",1,1,0,0
"2306",5756,1999,"Sonson","Antioquia",3,1,1,1
"2307",5761,1999,"Sopetrán","Antioquia",3,1,1,1
"2308",5789,1999,"Támesis","Antioquia",2,0,1,0
"2309",5790,1999,"Tarazá","Antioquia",1,1,0,0
"2310",5792,1999,"Tarso","Antioquia",2,0,1,0
"2311",5809,1999,"Titiribí","Antioquia",0,0,0,0
"2312",5819,1999,"Toledo","Antioquia",2,0,1,0
"2313",5837,1999,"Turbo","Antioquia",1,1,0,0
"2314",5842,1999,"Uramita","Antioquia",2,0,1,0
"2315",5847,1999,"Urrao","Antioquia",1,1,0,0
"2316",5854,1999,"Valdivia","Antioquia",1,1,0,0
"2317",5856,1999,"Valparaíso","Antioquia",0,0,0,0
"2318",5858,1999,"Vegachí","Antioquia",3,1,1,1
"2319",5861,1999,"Venecia","Antioquia",1,1,0,0
"2320",5873,1999,"Vigía del Fuerte","Antioquia",3,1,1,1
"2321",5885,1999,"Yalí","Antioquia",3,1,1,1
"2322",5887,1999,"Yarumal","Antioquia",1,1,0,0
"2323",5890,1999,"Yolombó","Antioquia",3,1,1,1
"2324",5893,1999,"Yondó","Antioquia",0,0,0,0
"2325",5895,1999,"Zaragoza","Antioquia",1,1,0,0
"2326",8001,1999,"Barranquilla","Atlántico",0,0,0,0
"2327",8078,1999,"Baranoa","Atlántico",0,0,0,0
"2328",8137,1999,"Campo De La Cruz","Atlántico",0,0,0,0
"2329",8141,1999,"Candelaria","Atlántico",0,0,0,0
"2330",8296,1999,"Galapa","Atlántico",0,0,0,0
"2331",8372,1999,"Juan De Acosta","Atlántico",0,0,0,0
"2332",8421,1999,"Luruaco","Atlántico",0,0,0,0
"2333",8433,1999,"Malambo","Atlántico",0,0,0,0
"2334",8436,1999,"Manatí","Atlántico",0,0,0,0
"2335",8520,1999,"Palmar De Varela","Atlántico",0,0,0,0
"2336",8549,1999,"Piojó","Atlántico",0,0,0,0
"2337",8558,1999,"Polonuevo","Atlántico",0,0,0,0
"2338",8560,1999,"Ponedera","Atlántico",0,0,0,0
"2339",8573,1999,"Puerto Colombia","Atlántico",0,0,0,0
"2340",8606,1999,"Repelón","Atlántico",0,0,0,0
"2341",8634,1999,"Sabanagrande","Atlántico",0,0,0,0
"2342",8638,1999,"Sabanalarga","Atlántico",0,0,0,0
"2343",8675,1999,"Santa Lucía","Atlántico",0,0,0,0
"2344",8685,1999,"Santo Tomás","Atlántico",0,0,0,0
"2345",8758,1999,"Soledad","Atlántico",3,1,1,1
"2346",8770,1999,"Suan","Atlántico",0,0,0,0
"2347",8832,1999,"Tubará","Atlántico",0,0,0,0
"2348",8849,1999,"Usiacurí","Atlántico",0,0,0,0
"2349",11001,1999,"Bogotá, D.C.","Bogotá, D.C.",3,1,1,1
