"","mun","year","Nombre municipio","Departamento","presencia","Guerrilla","Paramilitaries","Disputa"
"7536",70215,2003,"Corozal","Sucre",3,1,1,1
"7537",70221,2003,"Coveñas","Sucre",2,0,1,0
"7538",70230,2003,"Chalán","Sucre",3,1,1,1
"7539",70233,2003,"El Roble","Sucre",2,0,1,0
"7540",70235,2003,"Galeras","Sucre",3,1,1,1
"7541",70265,2003,"Guaranda","Sucre",0,0,0,0
"7542",70400,2003,"La Unión","Sucre",0,0,0,0
"7543",70418,2003,"Los Palmitos","Sucre",1,1,0,0
"7544",70429,2003,"Majagual","Sucre",1,1,0,0
"7545",70473,2003,"Morroa","Sucre",2,0,1,0
"7546",70508,2003,"Ovejas","Sucre",2,0,1,0
"7547",70523,2003,"Palmito","Sucre",3,1,1,1
"7548",70670,2003,"Sampués","Sucre",0,0,0,0
"7549",70678,2003,"San Benito Abad","Sucre",1,1,0,0
"7550",70702,2003,"San Juan De Betulia","Sucre",0,0,0,0
"7551",70708,2003,"San Marcos","Sucre",0,0,0,0
"7552",70713,2003,"San Onofre","Sucre",3,1,1,1
"7553",70717,2003,"San Pedro","Sucre",1,1,0,0
"7554",70742,2003,"San Luis De Sincé","Sucre",3,1,1,1
"7555",70771,2003,"Sucre","Sucre",3,1,1,1
"7556",70820,2003,"Santiago De Tolú","Sucre",3,1,1,1
"7557",70823,2003,"Tolú Viejo","Sucre",1,1,0,0
"7558",73001,2003,"Ibagué","Tolima",3,1,1,1
"7559",73024,2003,"Alpujarra","Tolima",1,1,0,0
"7560",73026,2003,"Alvarado","Tolima",3,1,1,1
"7561",73030,2003,"Ambalema","Tolima",0,0,0,0
"7562",73043,2003,"Anzoátegui","Tolima",1,1,0,0
"7563",73055,2003,"Armero","Tolima",3,1,1,1
"7564",73067,2003,"Ataco","Tolima",1,1,0,0
"7565",73124,2003,"Cajamarca","Tolima",3,1,1,1
"7566",73148,2003,"Carmen De Apicalá","Tolima",3,1,1,1
"7567",73152,2003,"Casabianca","Tolima",3,1,1,1
"7568",73168,2003,"Chaparral","Tolima",1,1,0,0
"7569",73200,2003,"Coello","Tolima",0,0,0,0
"7570",73217,2003,"Coyaima","Tolima",3,1,1,1
"7571",73226,2003,"Cunday","Tolima",3,1,1,1
"7572",73236,2003,"Dolores","Tolima",1,1,0,0
"7573",73268,2003,"Espinal","Tolima",3,1,1,1
"7574",73270,2003,"Falan","Tolima",2,0,1,0
"7575",73275,2003,"Flandes","Tolima",0,0,0,0
"7576",73283,2003,"Fresno","Tolima",0,0,0,0
"7577",73319,2003,"Guamo","Tolima",2,0,1,0
"7578",73347,2003,"Herveo","Tolima",1,1,0,0
"7579",73349,2003,"Honda","Tolima",2,0,1,0
"7580",73352,2003,"Icononzo","Tolima",0,0,0,0
"7581",73408,2003,"Lérida","Tolima",3,1,1,1
"7582",73411,2003,"Líbano","Tolima",1,1,0,0
"7583",73443,2003,"Mariquita","Tolima",2,0,1,0
"7584",73449,2003,"Melgar","Tolima",0,0,0,0
"7585",73461,2003,"Murillo","Tolima",1,1,0,0
"7586",73483,2003,"Natagaima","Tolima",3,1,1,1
"7587",73504,2003,"Ortega","Tolima",3,1,1,1
"7588",73520,2003,"Palocabildo","Tolima",0,0,0,0
"7589",73547,2003,"Piedras","Tolima",0,0,0,0
"7590",73555,2003,"Planadas","Tolima",1,1,0,0
"7591",73563,2003,"Prado","Tolima",1,1,0,0
"7592",73585,2003,"Purificación","Tolima",1,1,0,0
"7593",73616,2003,"Rioblanco","Tolima",1,1,0,0
"7594",73622,2003,"Roncesvalles","Tolima",1,1,0,0
"7595",73624,2003,"Rovira","Tolima",1,1,0,0
"7596",73671,2003,"Saldaña","Tolima",0,0,0,0
"7597",73675,2003,"San Antonio","Tolima",3,1,1,1
"7598",73678,2003,"San Luis","Tolima",0,0,0,0
"7599",73686,2003,"Santa Isabel","Tolima",1,1,0,0
"7600",73770,2003,"Suárez","Tolima",0,0,0,0
"7601",73854,2003,"Valle De San Juan","Tolima",3,1,1,1
"7602",73861,2003,"Venadillo","Tolima",1,1,0,0
"7603",73870,2003,"Villahermosa","Tolima",1,1,0,0
"7604",73873,2003,"Villarrica","Tolima",2,0,1,0
"7605",76001,2003,"Cali","Valle Del Cauca",2,0,1,0
"7606",76020,2003,"Alcalá","Valle Del Cauca",3,1,1,1
"7607",76036,2003,"Andalucía","Valle Del Cauca",0,0,0,0
"7608",76041,2003,"Ansermanuevo","Valle Del Cauca",3,1,1,1
"7609",76054,2003,"Argelia","Valle Del Cauca",0,0,0,0
"7610",76100,2003,"Bolívar","Valle Del Cauca",0,0,0,0
"7611",76109,2003,"Buenaventura","Valle Del Cauca",3,1,1,1
"7612",76111,2003,"Guadalajara De Buga","Valle Del Cauca",3,1,1,1
"7613",76113,2003,"Bugalagrande","Valle Del Cauca",3,1,1,1
"7614",76122,2003,"Caicedonia","Valle Del Cauca",0,0,0,0
"7615",76126,2003,"Calima","Valle Del Cauca",1,1,0,0
"7616",76130,2003,"Candelaria","Valle Del Cauca",2,0,1,0
"7617",76147,2003,"Cartago","Valle Del Cauca",3,1,1,1
"7618",76233,2003,"Dagua","Valle Del Cauca",3,1,1,1
"7619",76243,2003,"El Águila","Valle Del Cauca",3,1,1,1
"7620",76246,2003,"El Cairo","Valle Del Cauca",3,1,1,1
"7621",76248,2003,"El Cerrito","Valle Del Cauca",1,1,0,0
"7622",76250,2003,"El Dovio","Valle Del Cauca",0,0,0,0
"7623",76275,2003,"Florida","Valle Del Cauca",1,1,0,0
"7624",76306,2003,"Ginebra","Valle Del Cauca",2,0,1,0
"7625",76318,2003,"Guacarí","Valle Del Cauca",2,0,1,0
"7626",76364,2003,"Jamundí","Valle Del Cauca",1,1,0,0
"7627",76377,2003,"La Cumbre","Valle Del Cauca",0,0,0,0
"7628",76400,2003,"La Unión","Valle Del Cauca",0,0,0,0
"7629",76403,2003,"La Victoria","Valle Del Cauca",0,0,0,0
"7630",76497,2003,"Obando","Valle Del Cauca",0,0,0,0
"7631",76520,2003,"Palmira","Valle Del Cauca",2,0,1,0
"7632",76563,2003,"Pradera","Valle Del Cauca",3,1,1,1
"7633",76606,2003,"Restrepo","Valle Del Cauca",2,0,1,0
"7634",76616,2003,"Riofrío","Valle Del Cauca",3,1,1,1
"7635",76622,2003,"Roldanillo","Valle Del Cauca",0,0,0,0
"7636",76670,2003,"San Pedro","Valle Del Cauca",0,0,0,0
"7637",76736,2003,"Sevilla","Valle Del Cauca",0,0,0,0
"7638",76823,2003,"Toro","Valle Del Cauca",0,0,0,0
"7639",76828,2003,"Trujillo","Valle Del Cauca",3,1,1,1
"7640",76834,2003,"Tuluá","Valle Del Cauca",2,0,1,0
"7641",76845,2003,"Ulloa","Valle Del Cauca",0,0,0,0
"7642",76863,2003,"Versalles","Valle Del Cauca",0,0,0,0
"7643",76869,2003,"Vijes","Valle Del Cauca",0,0,0,0
"7644",76890,2003,"Yotoco","Valle Del Cauca",0,0,0,0
"7645",76892,2003,"Yumbo","Valle Del Cauca",3,1,1,1
"7646",76895,2003,"Zarzal","Valle Del Cauca",0,0,0,0
"7647",81001,2003,"Arauca","Arauca",3,1,1,1
"7648",81065,2003,"Arauquita","Arauca",3,1,1,1
"7649",81220,2003,"Cravo Norte","Arauca",3,1,1,1
"7650",81300,2003,"Fortul","Arauca",1,1,0,0
"7651",81591,2003,"Puerto Rondón","Arauca",0,0,0,0
"7652",81736,2003,"Saravena","Arauca",3,1,1,1
"7653",81794,2003,"Tame","Arauca",3,1,1,1
"7654",85001,2003,"Yopal","Casanare",3,1,1,1
"7655",85010,2003,"Aguazul","Casanare",3,1,1,1
"7656",85015,2003,"Chameza","Casanare",1,1,0,0
"7657",85125,2003,"Hato Corozal","Casanare",3,1,1,1
"7658",85136,2003,"La Salina","Casanare",3,1,1,1
"7659",85139,2003,"Maní","Casanare",3,1,1,1
"7660",85162,2003,"Monterrey","Casanare",0,0,0,0
"7661",85225,2003,"Nunchía","Casanare",3,1,1,1
"7662",85230,2003,"Orocué","Casanare",2,0,1,0
"7663",85250,2003,"Paz De Ariporo","Casanare",3,1,1,1
"7664",85263,2003,"Pore","Casanare",3,1,1,1
"7665",85279,2003,"Recetor","Casanare",3,1,1,1
"7666",85300,2003,"Sabanalarga","Casanare",0,0,0,0
"7667",85315,2003,"Sácama","Casanare",3,1,1,1
"7668",85325,2003,"San Luis De Palenque","Casanare",0,0,0,0
"7669",85400,2003,"Támara","Casanare",1,1,0,0
"7670",85410,2003,"Tauramena","Casanare",3,1,1,1
"7671",85430,2003,"Trinidad","Casanare",0,0,0,0
"7672",85440,2003,"Villanueva","Casanare",2,0,1,0
"7673",86001,2003,"Mocoa","Putumayo",1,1,0,0
"7674",86219,2003,"Colón","Putumayo",0,0,0,0
"7675",86320,2003,"Orito","Putumayo",3,1,1,1
"7676",86568,2003,"Puerto Asís","Putumayo",3,1,1,1
"7677",86569,2003,"Puerto Caicedo","Putumayo",3,1,1,1
"7678",86571,2003,"Puerto Guzmán","Putumayo",1,1,0,0
"7679",86573,2003,"Leguízamo","Putumayo",1,1,0,0
"7680",86749,2003,"Sibundoy","Putumayo",3,1,1,1
"7681",86755,2003,"San Francisco","Putumayo",1,1,0,0
"7682",86757,2003,"San Miguel","Putumayo",1,1,0,0
"7683",86760,2003,"Santiago","Putumayo",0,0,0,0
"7684",86865,2003,"Valle Del Guamuez","Putumayo",3,1,1,1
"7685",86885,2003,"Villagarzón","Putumayo",3,1,1,1
"7686",88564,2003,"Providencia","Archipiélago De San Andrés, Providencia Y Santa Catalina",0,0,0,0
"7687",91001,2003,"Leticia*","Amazonas",0,0,0,0
"7688",91540,2003,"Puerto Nariño*","Amazonas",0,0,0,0
"7689",94001,2003,"Inírida*","Guainía",0,0,0,0
"7690",95001,2003,"San José Del Guaviare","Guaviare",3,1,1,1
"7691",95015,2003,"Calamar","Guaviare",1,1,0,0
"7692",95025,2003,"El Retorno","Guaviare",3,1,1,1
"7693",95200,2003,"Miraflores","Guaviare",0,0,0,0
"7694",97001,2003,"Mitú*","Vaupés",0,0,0,0
"7695",97161,2003,"Caruru*","Vaupés",0,0,0,0
"7696",97666,2003,"Taraira*","Vaupés",0,0,0,0
"7697",99001,2003,"Puerto Carreño","Vichada",0,0,0,0
"7698",99524,2003,"La Primavera","Vichada",0,0,0,0
"7699",99624,2003,"Santa Rosalía","Vichada",0,0,0,0
"7700",99773,2003,"Cumaribo","Vichada",1,1,0,0
"7701",5001,2004,"Medellín","Antioquia",3,1,1,1
"7702",5002,2004,"Abejorral","Antioquia",1,1,0,0
"7703",5004,2004,"Abriaquí","Antioquia",3,1,1,1
"7704",5021,2004,"Alejandría","Antioquia",0,0,0,0
"7705",5030,2004,"Amagá","Antioquia",0,0,0,0
"7706",5031,2004,"Amalfi","Antioquia",1,1,0,0
"7707",5034,2004,"Andes","Antioquia",3,1,1,1
"7708",5036,2004,"Angelópolis","Antioquia",3,1,1,1
"7709",5038,2004,"Angostura","Antioquia",1,1,0,0
"7710",5040,2004,"Anorí","Antioquia",1,1,0,0
"7711",5042,2004,"Santafé de Antioquia","Antioquia",3,1,1,1
"7712",5044,2004,"Anza","Antioquia",1,1,0,0
"7713",5045,2004,"Apartadó","Antioquia",1,1,0,0
"7714",5051,2004,"Arboletes","Antioquia",0,0,0,0
"7715",5055,2004,"Argelia","Antioquia",3,1,1,1
"7716",5059,2004,"Armenia","Antioquia",0,0,0,0
"7717",5079,2004,"Barbosa","Antioquia",0,0,0,0
"7718",5086,2004,"Belmira","Antioquia",0,0,0,0
"7719",5088,2004,"Bello","Antioquia",2,0,1,0
"7720",5091,2004,"Betania","Antioquia",3,1,1,1
"7721",5093,2004,"Betulia","Antioquia",1,1,0,0
"7722",5101,2004,"Ciudad Bolívar","Antioquia",3,1,1,1
"7723",5107,2004,"Briceño","Antioquia",0,0,0,0
"7724",5113,2004,"Buriticá","Antioquia",3,1,1,1
"7725",5120,2004,"Cáceres","Antioquia",3,1,1,1
"7726",5125,2004,"Caicedo","Antioquia",1,1,0,0
"7727",5129,2004,"Caldas","Antioquia",3,1,1,1
"7728",5134,2004,"Campamento","Antioquia",1,1,0,0
"7729",5138,2004,"Cañasgordas","Antioquia",3,1,1,1
"7730",5142,2004,"Caracolí","Antioquia",1,1,0,0
"7731",5145,2004,"Caramanta","Antioquia",3,1,1,1
"7732",5147,2004,"Carepa","Antioquia",3,1,1,1
"7733",5148,2004,"El Carmen de Viboral","Antioquia",2,0,1,0
"7734",5150,2004,"Carolina","Antioquia",0,0,0,0
"7735",5154,2004,"Caucasia","Antioquia",3,1,1,1
"7736",5172,2004,"Chigorodó","Antioquia",3,1,1,1
"7737",5190,2004,"Cisneros","Antioquia",2,0,1,0
"7738",5197,2004,"Cocorná","Antioquia",1,1,0,0
"7739",5206,2004,"Concepción","Antioquia",1,1,0,0
"7740",5209,2004,"Concordia","Antioquia",3,1,1,1
"7741",5212,2004,"Copacabana","Antioquia",3,1,1,1
"7742",5234,2004,"Dabeiba","Antioquia",3,1,1,1
"7743",5237,2004,"Don Matías","Antioquia",0,0,0,0
"7744",5240,2004,"Ebéjico","Antioquia",0,0,0,0
"7745",5250,2004,"El Bagre","Antioquia",1,1,0,0
"7746",5264,2004,"Entrerrios","Antioquia",0,0,0,0
"7747",5266,2004,"Envigado","Antioquia",0,0,0,0
"7748",5282,2004,"Fredonia","Antioquia",3,1,1,1
"7749",5284,2004,"Frontino","Antioquia",1,1,0,0
"7750",5306,2004,"Giraldo","Antioquia",1,1,0,0
"7751",5308,2004,"Girardota","Antioquia",2,0,1,0
"7752",5310,2004,"Gómez Plata","Antioquia",0,0,0,0
"7753",5313,2004,"Granada","Antioquia",1,1,0,0
"7754",5315,2004,"Guadalupe","Antioquia",3,1,1,1
"7755",5318,2004,"Guarne","Antioquia",0,0,0,0
"7756",5321,2004,"Guatapé","Antioquia",1,1,0,0
"7757",5347,2004,"Heliconia","Antioquia",0,0,0,0
"7758",5353,2004,"Hispania","Antioquia",0,0,0,0
"7759",5360,2004,"Itagui","Antioquia",0,0,0,0
"7760",5361,2004,"Ituango","Antioquia",1,1,0,0
"7761",5364,2004,"Jardín","Antioquia",3,1,1,1
"7762",5368,2004,"Jericó","Antioquia",3,1,1,1
"7763",5376,2004,"La Ceja","Antioquia",2,0,1,0
"7764",5380,2004,"La Estrella","Antioquia",3,1,1,1
"7765",5390,2004,"La Pintada","Antioquia",0,0,0,0
"7766",5400,2004,"La Unión","Antioquia",1,1,0,0
"7767",5411,2004,"Liborina","Antioquia",3,1,1,1
"7768",5425,2004,"Maceo","Antioquia",2,0,1,0
"7769",5440,2004,"Marinilla","Antioquia",0,0,0,0
"7770",5467,2004,"Montebello","Antioquia",1,1,0,0
"7771",5475,2004,"Murindó","Antioquia",1,1,0,0
"7772",5480,2004,"Mutatá","Antioquia",0,0,0,0
"7773",5483,2004,"Nariño","Antioquia",1,1,0,0
"7774",5490,2004,"Necoclí","Antioquia",3,1,1,1
"7775",5495,2004,"Nechí","Antioquia",1,1,0,0
"7776",5501,2004,"Olaya","Antioquia",2,0,1,0
"7777",5541,2004,"Peñol","Antioquia",1,1,0,0
"7778",5543,2004,"Peque","Antioquia",3,1,1,1
"7779",5576,2004,"Pueblorrico","Antioquia",0,0,0,0
"7780",5579,2004,"Puerto Berrío","Antioquia",3,1,1,1
"7781",5585,2004,"Puerto Nare","Antioquia",3,1,1,1
"7782",5591,2004,"Puerto Triunfo","Antioquia",0,0,0,0
"7783",5604,2004,"Remedios","Antioquia",2,0,1,0
"7784",5607,2004,"Retiro","Antioquia",3,1,1,1
"7785",5615,2004,"Rionegro","Antioquia",2,0,1,0
"7786",5628,2004,"Sabanalarga","Antioquia",0,0,0,0
"7787",5631,2004,"Sabaneta","Antioquia",0,0,0,0
"7788",5642,2004,"Salgar","Antioquia",0,0,0,0
"7789",5647,2004,"San Andrés de Cuerquía","Antioquia",3,1,1,1
"7790",5649,2004,"San Carlos","Antioquia",3,1,1,1
"7791",5652,2004,"San Francisco","Antioquia",1,1,0,0
"7792",5656,2004,"San Jerónimo","Antioquia",0,0,0,0
"7793",5658,2004,"San José de La Montaña","Antioquia",3,1,1,1
"7794",5659,2004,"San Juan de Urabá","Antioquia",0,0,0,0
"7795",5660,2004,"San Luis","Antioquia",3,1,1,1
"7796",5664,2004,"San Pedro","Antioquia",3,1,1,1
"7797",5665,2004,"San Pedro de Uraba","Antioquia",0,0,0,0
"7798",5667,2004,"San Rafael","Antioquia",3,1,1,1
"7799",5670,2004,"San Roque","Antioquia",0,0,0,0
"7800",5674,2004,"San Vicente","Antioquia",2,0,1,0
"7801",5679,2004,"Santa Bárbara","Antioquia",3,1,1,1
"7802",5686,2004,"Santa Rosa de Osos","Antioquia",2,0,1,0
"7803",5690,2004,"Santo Domingo","Antioquia",3,1,1,1
"7804",5697,2004,"El Santuario","Antioquia",2,0,1,0
"7805",5736,2004,"Segovia","Antioquia",1,1,0,0
"7806",5756,2004,"Sonson","Antioquia",3,1,1,1
"7807",5761,2004,"Sopetrán","Antioquia",0,0,0,0
"7808",5789,2004,"Támesis","Antioquia",3,1,1,1
"7809",5790,2004,"Tarazá","Antioquia",3,1,1,1
"7810",5792,2004,"Tarso","Antioquia",3,1,1,1
"7811",5809,2004,"Titiribí","Antioquia",0,0,0,0
"7812",5819,2004,"Toledo","Antioquia",3,1,1,1
"7813",5837,2004,"Turbo","Antioquia",0,0,0,0
"7814",5842,2004,"Uramita","Antioquia",3,1,1,1
"7815",5847,2004,"Urrao","Antioquia",1,1,0,0
"7816",5854,2004,"Valdivia","Antioquia",1,1,0,0
"7817",5856,2004,"Valparaíso","Antioquia",0,0,0,0
"7818",5858,2004,"Vegachí","Antioquia",1,1,0,0
"7819",5861,2004,"Venecia","Antioquia",0,0,0,0
"7820",5873,2004,"Vigía del Fuerte","Antioquia",1,1,0,0
"7821",5885,2004,"Yalí","Antioquia",3,1,1,1
"7822",5887,2004,"Yarumal","Antioquia",1,1,0,0
"7823",5890,2004,"Yolombó","Antioquia",3,1,1,1
"7824",5893,2004,"Yondó","Antioquia",3,1,1,1
"7825",5895,2004,"Zaragoza","Antioquia",1,1,0,0
"7826",8001,2004,"Barranquilla","Atlántico",3,1,1,1
"7827",8078,2004,"Baranoa","Atlántico",2,0,1,0
"7828",8137,2004,"Campo De La Cruz","Atlántico",0,0,0,0
"7829",8141,2004,"Candelaria","Atlántico",0,0,0,0
"7830",8296,2004,"Galapa","Atlántico",0,0,0,0
"7831",8372,2004,"Juan De Acosta","Atlántico",0,0,0,0
"7832",8421,2004,"Luruaco","Atlántico",0,0,0,0
"7833",8433,2004,"Malambo","Atlántico",0,0,0,0
"7834",8436,2004,"Manatí","Atlántico",0,0,0,0
"7835",8520,2004,"Palmar De Varela","Atlántico",1,1,0,0
"7836",8549,2004,"Piojó","Atlántico",0,0,0,0
"7837",8558,2004,"Polonuevo","Atlántico",0,0,0,0
"7838",8560,2004,"Ponedera","Atlántico",0,0,0,0
"7839",8573,2004,"Puerto Colombia","Atlántico",0,0,0,0
"7840",8606,2004,"Repelón","Atlántico",0,0,0,0
"7841",8634,2004,"Sabanagrande","Atlántico",3,1,1,1
"7842",8638,2004,"Sabanalarga","Atlántico",2,0,1,0
"7843",8675,2004,"Santa Lucía","Atlántico",0,0,0,0
"7844",8685,2004,"Santo Tomás","Atlántico",0,0,0,0
"7845",8758,2004,"Soledad","Atlántico",2,0,1,0
"7846",8770,2004,"Suan","Atlántico",0,0,0,0
"7847",8832,2004,"Tubará","Atlántico",0,0,0,0
"7848",8849,2004,"Usiacurí","Atlántico",0,0,0,0
"7849",11001,2004,"Bogotá, D.C.","Bogotá, D.C.",3,1,1,1
"7850",13001,2004,"Cartagena","Bolívar",3,1,1,1
"7851",13006,2004,"Achí","Bolívar",3,1,1,1
"7852",13030,2004,"Altos Del Rosario","Bolívar",0,0,0,0
"7853",13042,2004,"Arenal","Bolívar",3,1,1,1
"7854",13052,2004,"Arjona","Bolívar",3,1,1,1
"7855",13062,2004,"Arroyohondo","Bolívar",0,0,0,0
"7856",13074,2004,"Barranco De Loba","Bolívar",0,0,0,0
"7857",13140,2004,"Calamar","Bolívar",0,0,0,0
"7858",13160,2004,"Cantagallo","Bolívar",1,1,0,0
"7859",13188,2004,"Cicuco","Bolívar",0,0,0,0
"7860",13212,2004,"Córdoba","Bolívar",1,1,0,0
"7861",13222,2004,"Clemencia","Bolívar",3,1,1,1
"7862",13244,2004,"El Carmen De Bolívar","Bolívar",3,1,1,1
"7863",13248,2004,"El Guamo","Bolívar",3,1,1,1
"7864",13268,2004,"El Peñón","Bolívar",0,0,0,0
"7865",13300,2004,"Hatillo De Loba","Bolívar",0,0,0,0
"7866",13430,2004,"Magangué","Bolívar",3,1,1,1
"7867",13433,2004,"Mahates","Bolívar",0,0,0,0
"7868",13440,2004,"Margarita","Bolívar",0,0,0,0
"7869",13442,2004,"María La Baja","Bolívar",0,0,0,0
"7870",13458,2004,"Montecristo","Bolívar",1,1,0,0
"7871",13468,2004,"Mompós","Bolívar",0,0,0,0
"7872",13473,2004,"Morales","Bolívar",3,1,1,1
"7873",13490,2004,"Norosi","Bolivar",0,0,0,0
"7874",13549,2004,"Pinillos","Bolívar",3,1,1,1
"7875",13580,2004,"Regidor","Bolívar",3,1,1,1
"7876",13600,2004,"Río Viejo","Bolívar",3,1,1,1
"7877",13620,2004,"San Cristóbal","Bolívar",0,0,0,0
"7878",13647,2004,"San Estanislao","Bolívar",3,1,1,1
"7879",13650,2004,"San Fernando","Bolívar",0,0,0,0
"7880",13654,2004,"San Jacinto","Bolívar",3,1,1,1
"7881",13655,2004,"San Jacinto Del Cauca","Bolívar",1,1,0,0
"7882",13657,2004,"San Juan Nepomuceno","Bolívar",1,1,0,0
"7883",13667,2004,"San Martín De Loba","Bolívar",0,0,0,0
"7884",13670,2004,"San Pablo","Bolívar",3,1,1,1
"7885",13673,2004,"Santa Catalina","Bolívar",3,1,1,1
"7886",13683,2004,"Santa Rosa","Bolívar",3,1,1,1
"7887",13688,2004,"Santa Rosa Del Sur","Bolívar",3,1,1,1
"7888",13744,2004,"Simití","Bolívar",3,1,1,1
"7889",13760,2004,"Soplaviento","Bolívar",0,0,0,0
"7890",13780,2004,"Talaigua Nuevo","Bolívar",0,0,0,0
"7891",13810,2004,"Tiquisio","Bolívar",1,1,0,0
"7892",13836,2004,"Turbaco","Bolívar",0,0,0,0
"7893",13838,2004,"Turbaná","Bolívar",0,0,0,0
"7894",13873,2004,"Villanueva","Bolívar",1,1,0,0
"7895",13894,2004,"Zambrano","Bolívar",3,1,1,1
"7896",15001,2004,"Tunja","Boyacá",0,0,0,0
"7897",15022,2004,"Almeida","Boyacá",0,0,0,0
"7898",15047,2004,"Aquitania","Boyacá",3,1,1,1
"7899",15051,2004,"Arcabuco","Boyacá",0,0,0,0
"7900",15087,2004,"Belén","Boyacá",0,0,0,0
"7901",15090,2004,"Berbeo","Boyacá",0,0,0,0
"7902",15092,2004,"Betéitiva","Boyacá",0,0,0,0
"7903",15097,2004,"Boavita","Boyacá",0,0,0,0
"7904",15104,2004,"Boyacá","Boyacá",0,0,0,0
"7905",15106,2004,"Briceño","Boyacá",0,0,0,0
"7906",15109,2004,"Buenavista","Boyacá",0,0,0,0
"7907",15114,2004,"Busbanzá","Boyacá",0,0,0,0
"7908",15131,2004,"Caldas","Boyacá",0,0,0,0
"7909",15135,2004,"Campohermoso","Boyacá",3,1,1,1
"7910",15162,2004,"Cerinza","Boyacá",0,0,0,0
"7911",15172,2004,"Chinavita","Boyacá",0,0,0,0
"7912",15176,2004,"Chiquinquirá","Boyacá",0,0,0,0
"7913",15180,2004,"Chiscas","Boyacá",0,0,0,0
"7914",15183,2004,"Chita","Boyacá",1,1,0,0
"7915",15185,2004,"Chitaraque","Boyacá",0,0,0,0
"7916",15187,2004,"Chivatá","Boyacá",0,0,0,0
"7917",15189,2004,"Ciénega","Boyacá",0,0,0,0
"7918",15204,2004,"Cómbita","Boyacá",0,0,0,0
"7919",15212,2004,"Coper","Boyacá",0,0,0,0
"7920",15215,2004,"Corrales","Boyacá",0,0,0,0
"7921",15218,2004,"Covarachía","Boyacá",0,0,0,0
"7922",15223,2004,"Cubará","Boyacá",3,1,1,1
"7923",15224,2004,"Cucaita","Boyacá",0,0,0,0
"7924",15226,2004,"Cuítiva","Boyacá",0,0,0,0
"7925",15232,2004,"Chíquiza","Boyacá",0,0,0,0
"7926",15236,2004,"Chivor","Boyacá",3,1,1,1
"7927",15238,2004,"Duitama","Boyacá",0,0,0,0
"7928",15244,2004,"El Cocuy","Boyacá",3,1,1,1
"7929",15248,2004,"El Espino","Boyacá",0,0,0,0
"7930",15272,2004,"Firavitoba","Boyacá",0,0,0,0
"7931",15276,2004,"Floresta","Boyacá",0,0,0,0
"7932",15293,2004,"Gachantivá","Boyacá",0,0,0,0
"7933",15296,2004,"Gameza","Boyacá",0,0,0,0
"7934",15299,2004,"Garagoa","Boyacá",0,0,0,0
"7935",15317,2004,"Guacamayas","Boyacá",0,0,0,0
"7936",15322,2004,"Guateque","Boyacá",0,0,0,0
"7937",15325,2004,"Guayatá","Boyacá",0,0,0,0
"7938",15332,2004,"Güicán","Boyacá",3,1,1,1
"7939",15362,2004,"Iza","Boyacá",0,0,0,0
"7940",15367,2004,"Jenesano","Boyacá",0,0,0,0
"7941",15368,2004,"Jericó","Boyacá",0,0,0,0
"7942",15377,2004,"Labranzagrande","Boyacá",1,1,0,0
"7943",15380,2004,"La Capilla","Boyacá",0,0,0,0
"7944",15401,2004,"La Victoria","Boyacá",0,0,0,0
"7945",15403,2004,"La Uvita","Boyacá",0,0,0,0
"7946",15407,2004,"Villa De Leyva","Boyacá",0,0,0,0
"7947",15425,2004,"Macanal","Boyacá",0,0,0,0
"7948",15442,2004,"Maripí","Boyacá",0,0,0,0
"7949",15455,2004,"Miraflores","Boyacá",0,0,0,0
"7950",15464,2004,"Mongua","Boyacá",1,1,0,0
"7951",15466,2004,"Monguí","Boyacá",0,0,0,0
"7952",15469,2004,"Moniquirá","Boyacá",0,0,0,0
"7953",15476,2004,"Motavita","Boyacá",0,0,0,0
"7954",15480,2004,"Muzo","Boyacá",0,0,0,0
"7955",15491,2004,"Nobsa","Boyacá",0,0,0,0
"7956",15494,2004,"Nuevo Colón","Boyacá",0,0,0,0
"7957",15500,2004,"Oicatá","Boyacá",0,0,0,0
"7958",15507,2004,"Otanche","Boyacá",3,1,1,1
"7959",15511,2004,"Pachavita","Boyacá",0,0,0,0
"7960",15514,2004,"Páez","Boyacá",3,1,1,1
"7961",15516,2004,"Paipa","Boyacá",0,0,0,0
"7962",15518,2004,"Pajarito","Boyacá",1,1,0,0
"7963",15522,2004,"Panqueba","Boyacá",0,0,0,0
"7964",15531,2004,"Pauna","Boyacá",0,0,0,0
"7965",15533,2004,"Paya","Boyacá",1,1,0,0
"7966",15537,2004,"Paz De Río","Boyacá",0,0,0,0
"7967",15542,2004,"Pesca","Boyacá",0,0,0,0
"7968",15550,2004,"Pisba","Boyacá",1,1,0,0
"7969",15572,2004,"Puerto Boyacá","Boyacá",2,0,1,0
"7970",15580,2004,"Quípama","Boyacá",0,0,0,0
"7971",15599,2004,"Ramiriquí","Boyacá",0,0,0,0
"7972",15600,2004,"Ráquira","Boyacá",0,0,0,0
"7973",15621,2004,"Rondón","Boyacá",0,0,0,0
"7974",15632,2004,"Saboyá","Boyacá",0,0,0,0
"7975",15638,2004,"Sáchica","Boyacá",0,0,0,0
"7976",15646,2004,"Samacá","Boyacá",0,0,0,0
"7977",15660,2004,"San Eduardo","Boyacá",0,0,0,0
"7978",15664,2004,"San José De Pare","Boyacá",0,0,0,0
