"";"mun";"year";"Paramilitaries_VI";"Paramilitaries_CD";"Paramilitaries_CL";"Paramilitaries_IN";"Paramilitaries_RE";"Paramilitaries_UC";"Paramilitaries_All";"Guerrilla_VI";"Guerrilla_CD";"Guerrilla_CL";"Guerrilla_RE";"Guerrilla_UC";"Guerrilla_All";"FARC_VI";"FARC_CD";"FARC_RC";"FARC_RE";"FARC_UC";"FARC_All";"ELN_VI";"ELN_CD";"ELN_RC";"ELN_UC";"ELN_All";"AUC_VI";"AUC_CD";"AUC_RC";"AUC_RE";"AUC_UC";"AUC_All"
"13707";23500;1992;0;NA;NA;NA;1;0;1;0;NA;NA;0;0;0;0;NA;NA;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13708";23500;1993;0;1;NA;NA;0;0;1;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;NA;0;0;0;1;NA;NA;0;1
"13709";23500;1994;0;1;NA;NA;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"13710";23500;1995;0;1;NA;NA;0;0;1;0;1;NA;1;0;1;0;1;0;1;0;1;0;0;NA;0;0;0;1;0;NA;0;1
"13711";23500;1996;0;1;NA;NA;1;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"13712";23500;1997;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;0;0;1
"13713";23500;1998;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"13714";23500;1999;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"13715";23500;2000;0;1;0;NA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;0;0;1
"13716";23500;2001;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"13717";23500;2002;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;0;0;1
"13718";23500;2003;0;0;1;NA;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"13719";23500;2004;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0
"13720";23500;2005;0;0;0;NA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0
"13721";23500;2006;0;0;NA;NA;0;0;0;0;1;NA;0;0;1;0;1;0;0;0;1;0;0;NA;0;0;0;0;0;0;0;0
"13722";23500;2007;0;0;NA;NA;0;0;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;NA;0;0;0;0;NA;0;0;0
"13723";23500;2008;0;0;NA;1;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
"13724";23500;2009;0;0;NA;1;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;NA;0;0;0
"13725";23500;2010;0;0;NA;1;0;0;1;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
"13726";23500;2011;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;0;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13727";23500;2012;1;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;0;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13728";23500;2013;0;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13729";23500;2014;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13730";23500;2015;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13731";23500;2016;0;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13732";23500;2017;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13733";23500;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"13734";23555;1988;0;NA;NA;NA;1;NA;1;0;NA;NA;1;NA;1;0;NA;NA;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0
"13735";23555;1989;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13736";23555;1990;1;NA;NA;NA;1;0;1;1;NA;NA;1;0;1;0;NA;0;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13737";23555;1991;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;0;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13738";23555;1992;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13739";23555;1993;0;1;NA;NA;1;0;1;0;1;NA;1;0;1;0;1;NA;1;0;1;0;0;NA;0;0;0;1;NA;NA;0;1
"13740";23555;1994;0;1;NA;NA;0;0;1;0;1;NA;1;0;1;0;1;0;1;0;1;0;1;NA;0;1;0;1;0;NA;0;1
"13741";23555;1995;0;1;NA;NA;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"13742";23555;1996;0;1;NA;NA;1;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"13743";23555;1997;0;1;0;NA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;0;0;1
"13744";23555;1998;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"13745";23555;1999;0;1;0;NA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"13746";23555;2000;0;1;1;NA;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;0;0;1
"13747";23555;2001;0;1;1;NA;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
"13748";23555;2002;0;1;0;NA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;0;0;1
"13749";23555;2003;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"13750";23555;2004;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0
"13751";23555;2005;0;1;1;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;1;1;0;0;0;1
"13752";23555;2006;0;0;NA;NA;0;0;0;0;1;NA;1;0;1;0;1;0;1;0;1;0;0;NA;0;0;0;0;0;0;0;0
"13753";23555;2007;1;0;NA;NA;0;0;1;0;0;NA;1;0;1;0;0;0;0;0;0;0;0;NA;0;0;1;0;NA;0;0;1
"13754";23555;2008;1;0;NA;1;0;0;1;0;0;NA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
"13755";23555;2009;1;0;NA;1;0;0;1;0;1;NA;1;0;1;0;1;0;0;0;1;0;0;NA;0;0;1;0;NA;0;0;1
"13756";23555;2010;0;0;NA;1;1;0;1;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
"13757";23555;2011;1;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;1;0;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"13758";23555;2012;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;0;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13759";23555;2013;1;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13760";23555;2014;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13761";23555;2015;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;1;NA;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"13762";23555;2016;1;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13763";23555;2017;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13764";23555;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"13765";23570;1988;0;NA;NA;NA;0;NA;0;0;NA;NA;1;NA;1;0;NA;NA;1;NA;1;0;NA;NA;NA;0;0;NA;NA;NA;NA;0
"13766";23570;1989;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13767";23570;1990;0;NA;NA;NA;1;0;1;1;NA;NA;1;0;1;0;NA;0;0;0;0;1;NA;NA;0;1;0;NA;NA;NA;0;0
"13768";23570;1991;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;0;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13769";23570;1992;0;NA;NA;NA;0;0;0;0;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13770";23570;1993;0;1;NA;NA;0;0;1;0;1;NA;1;0;1;0;1;NA;1;0;1;0;0;NA;0;0;0;1;NA;NA;0;1
"13771";23570;1994;0;1;NA;NA;1;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"13772";23570;1995;0;1;NA;NA;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"13773";23570;1996;0;1;NA;NA;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"13774";23570;1997;0;1;0;NA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;0;0;1
"13775";23570;1998;0;1;0;NA;1;0;1;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"13776";23570;1999;0;1;1;NA;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"13777";23570;2000;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;0;0;1
"13778";23570;2001;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
"13779";23570;2002;0;1;1;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;0;0;1
"13780";23570;2003;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"13781";23570;2004;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0
"13782";23570;2005;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0
"13783";23570;2006;0;0;NA;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0
"13784";23570;2007;0;0;NA;NA;0;0;0;0;0;NA;1;0;1;0;0;0;0;0;0;0;0;NA;0;0;1;0;NA;0;0;1
"13785";23570;2008;0;0;NA;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
"13786";23570;2009;0;0;NA;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;NA;0;0;0
"13787";23570;2010;0;0;NA;1;0;0;1;0;1;NA;0;0;1;0;1;NA;0;0;1;0;0;0;0;0;0;0;NA;0;0;0
"13788";23570;2011;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;0;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13789";23570;2012;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;0;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13790";23570;2013;0;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13791";23570;2014;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13792";23570;2015;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13793";23570;2016;1;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13794";23570;2017;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13795";23570;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"13796";23574;1988;1;NA;NA;NA;1;NA;1;1;NA;NA;1;NA;1;0;NA;NA;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0
"13797";23574;1989;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13798";23574;1990;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13799";23574;1991;0;NA;NA;NA;1;0;1;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13800";23574;1992;0;NA;NA;NA;0;0;0;0;NA;NA;0;0;0;0;NA;NA;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13801";23574;1993;0;1;NA;NA;0;0;1;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;NA;0;0;0;1;NA;NA;0;1
"13802";23574;1994;0;1;NA;NA;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"13803";23574;1995;0;1;NA;NA;0;0;1;0;1;NA;1;0;1;0;1;0;1;0;1;0;0;NA;0;0;0;1;0;NA;0;1
"13804";23574;1996;0;1;NA;NA;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"13805";23574;1997;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;0;0;1
"13806";23574;1998;0;1;0;NA;1;0;1;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"13807";23574;1999;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"13808";23574;2000;0;1;0;NA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;0;0;1
"13809";23574;2001;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"13810";23574;2002;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;0;0;1
"13811";23574;2003;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"13812";23574;2004;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0
"13813";23574;2005;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0
"13814";23574;2006;0;0;NA;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0
"13815";23574;2007;0;0;NA;NA;0;0;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;NA;0;0;0;0;NA;0;0;0
"13816";23574;2008;1;0;NA;1;0;0;1;0;0;NA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
"13817";23574;2009;0;0;NA;1;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;NA;0;0;0
"13818";23574;2010;0;0;NA;1;1;0;1;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
"13819";23574;2011;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;0;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13820";23574;2012;1;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;0;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13821";23574;2013;0;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13822";23574;2014;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13823";23574;2015;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13824";23574;2016;0;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13825";23574;2017;1;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13826";23574;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"13827";23580;1988;0;NA;NA;NA;1;NA;1;0;NA;NA;0;NA;0;0;NA;NA;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0
"13828";23580;1989;0;NA;NA;NA;1;0;1;1;NA;NA;1;0;1;0;NA;0;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13829";23580;1990;1;NA;NA;NA;1;0;1;1;NA;NA;1;0;1;1;NA;0;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13830";23580;1991;0;NA;NA;NA;1;0;1;1;NA;NA;1;0;1;1;NA;0;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13831";23580;1992;0;NA;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;NA;1;0;1;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13832";23580;1993;0;1;NA;NA;1;0;1;0;1;NA;1;0;1;0;1;NA;1;0;1;0;0;NA;0;0;0;1;NA;NA;0;1
"13833";23580;1994;0;1;NA;NA;0;0;1;0;1;NA;1;0;1;0;1;0;1;0;1;0;0;NA;0;0;0;1;0;NA;0;1
"13834";23580;1995;0;1;NA;NA;0;0;1;0;1;NA;1;0;1;0;1;0;1;0;1;0;0;NA;0;0;0;1;0;NA;0;1
"13835";23580;1996;1;1;NA;NA;0;0;1;1;1;NA;1;0;1;0;1;0;1;0;1;0;0;NA;0;0;0;1;0;NA;0;1
"13836";23580;1997;0;1;1;NA;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;0;NA;0;0;0;1;0;0;0;1
"13837";23580;1998;0;1;1;NA;1;0;1;1;0;1;0;0;1;1;0;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"13838";23580;1999;0;1;1;NA;0;0;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;1
"13839";23580;2000;0;1;1;NA;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;0;0;NA;0;0;0;1;0;0;0;1
"13840";23580;2001;0;1;1;NA;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;0;1
"13841";23580;2002;1;1;1;NA;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;1;1;NA;1;0;1
"13842";23580;2003;0;1;1;NA;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1
"13843";23580;2004;0;1;1;NA;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;NA;0;0;0;1;0;1;0;1
"13844";23580;2005;0;1;1;NA;1;0;1;0;1;1;1;1;1;0;1;0;1;1;1;0;0;NA;0;0;0;1;0;1;0;1
"13845";23580;2006;0;0;NA;NA;0;0;0;0;1;NA;1;0;1;0;1;0;1;0;1;0;0;NA;0;0;0;0;0;0;0;0
"13846";23580;2007;1;0;NA;NA;0;0;1;1;1;NA;1;0;1;1;1;0;1;0;1;0;0;NA;0;0;1;0;NA;0;0;1
"13847";23580;2008;0;0;NA;1;0;0;1;0;1;NA;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;NA;0;0;0
"13848";23580;2009;0;0;NA;1;1;0;1;1;1;NA;1;0;1;1;1;0;1;0;1;0;0;NA;0;0;0;0;NA;0;0;0
"13849";23580;2010;1;0;NA;1;1;0;1;1;1;NA;1;0;1;0;1;NA;1;0;1;1;0;0;0;1;0;0;NA;0;0;0
"13850";23580;2011;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;1;0;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"13851";23580;2012;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;1;0;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"13852";23580;2013;1;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;1;NA;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"13853";23580;2014;0;1;NA;1;NA;0;1;1;1;NA;NA;0;1;1;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13854";23580;2015;0;1;NA;1;NA;0;1;1;1;NA;NA;0;1;1;1;NA;NA;0;1;0;1;NA;0;1;0;1;NA;NA;0;1
"13855";23580;2016;0;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13856";23580;2017;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13857";23580;2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"13858";23586;1988;0;NA;NA;NA;0;NA;0;0;NA;NA;0;NA;0;0;NA;NA;0;NA;0;0;NA;NA;NA;0;0;NA;NA;NA;NA;0
"13859";23586;1989;0;NA;NA;NA;0;0;0;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13860";23586;1990;0;NA;NA;NA;1;0;1;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13861";23586;1991;0;NA;NA;NA;0;0;0;0;NA;NA;0;0;0;0;NA;0;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13862";23586;1992;0;NA;NA;NA;0;0;0;0;NA;NA;0;0;0;0;NA;NA;0;0;0;0;NA;NA;0;0;0;NA;NA;NA;0;0
"13863";23586;1993;0;1;NA;NA;0;0;1;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;NA;0;0;0;1;NA;NA;0;1
"13864";23586;1994;0;1;NA;NA;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"13865";23586;1995;0;1;NA;NA;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"13866";23586;1996;0;1;NA;NA;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;NA;0;1
"13867";23586;1997;0;1;1;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;0;0;1
"13868";23586;1998;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"13869";23586;1999;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"13870";23586;2000;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;1;0;0;0;1
"13871";23586;2001;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"13872";23586;2002;0;1;0;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;0;0;1
"13873";23586;2003;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"13874";23586;2004;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0
"13875";23586;2005;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0
"13876";23586;2006;0;0;NA;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0
"13877";23586;2007;0;0;NA;NA;0;0;0;0;0;NA;1;0;1;0;0;0;0;0;0;0;0;NA;0;0;0;0;NA;0;0;0
"13878";23586;2008;0;0;NA;1;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
"13879";23586;2009;0;0;NA;1;0;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;NA;0;0;0
"13880";23586;2010;0;0;NA;0;0;0;0;0;0;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;0;0;0
"13881";23586;2011;0;1;NA;0;NA;0;1;0;1;NA;NA;0;1;0;0;0;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13882";23586;2012;0;1;NA;0;NA;0;1;0;1;NA;NA;0;1;0;0;0;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13883";23586;2013;0;1;NA;NA;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13884";23586;2014;0;1;NA;1;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
"13885";23586;2015;0;1;NA;0;NA;0;1;0;1;NA;NA;0;1;0;0;NA;NA;0;0;0;1;NA;0;1;0;1;NA;NA;0;1
