"","mun","year","AUC","FARC","Paramilitaries","Guerrilla"
"10085",54874,1996,NA,0,1,1
"10086",54998,1996,NA,0,0,0
"10087",54999,1996,NA,0,0,0
"10088",63001,1996,NA,0,1,1
"10089",63111,1996,NA,0,0,0
"10090",63130,1996,NA,1,0,1
"10091",63190,1996,NA,0,0,0
"10092",63212,1996,NA,0,0,0
"10093",63272,1996,NA,0,1,0
"10094",63302,1996,NA,1,0,1
"10095",63401,1996,NA,0,1,0
"10096",63470,1996,NA,1,0,1
"10097",63548,1996,NA,0,0,0
"10098",63594,1996,NA,0,0,0
"10099",63690,1996,NA,1,0,1
"10100",66001,1996,NA,0,1,1
"10101",66045,1996,NA,1,0,1
"10102",66075,1996,NA,0,1,0
"10103",66088,1996,NA,0,1,1
"10104",66170,1996,NA,0,1,0
"10105",66318,1996,NA,1,1,1
"10106",66383,1996,NA,1,1,1
"10107",66400,1996,NA,1,0,1
"10108",66440,1996,NA,0,1,0
"10109",66456,1996,NA,0,0,0
"10110",66572,1996,NA,0,1,0
"10111",66594,1996,NA,0,1,1
"10112",66682,1996,NA,0,1,0
"10113",66687,1996,NA,0,0,0
"10114",68001,1996,NA,0,1,1
"10115",68013,1996,NA,1,0,1
"10116",68020,1996,NA,0,0,0
"10117",68051,1996,NA,1,0,1
"10118",68077,1996,NA,1,1,1
"10119",68079,1996,NA,0,0,0
"10120",68081,1996,NA,1,1,1
"10121",68092,1996,NA,0,0,0
"10122",68101,1996,NA,0,0,0
"10123",68121,1996,NA,0,0,0
"10124",68132,1996,NA,0,0,0
"10125",68147,1996,NA,1,0,1
"10126",68152,1996,NA,0,0,0
"10127",68160,1996,NA,0,0,0
"10128",68162,1996,NA,0,0,1
"10129",68167,1996,NA,0,0,0
"10130",68169,1996,NA,0,0,0
"10131",68176,1996,NA,0,0,0
"10132",68179,1996,NA,0,0,0
"10133",68190,1996,NA,1,1,1
"10134",68207,1996,NA,1,0,1
"10135",68209,1996,NA,0,0,0
"10136",68211,1996,NA,0,0,0
"10137",68217,1996,NA,0,0,0
"10138",68229,1996,NA,0,0,0
"10139",68235,1996,NA,0,0,0
"10140",68245,1996,NA,1,0,1
"10141",68250,1996,NA,0,0,0
"10142",68255,1996,NA,1,1,1
"10143",68264,1996,NA,0,0,0
"10144",68266,1996,NA,0,0,0
"10145",68271,1996,NA,0,0,0
"10146",68276,1996,NA,0,0,0
"10147",68296,1996,NA,0,0,0
"10148",68298,1996,NA,0,0,0
"10149",68307,1996,NA,0,0,1
"10150",68318,1996,NA,0,0,1
"10151",68320,1996,NA,0,0,0
"10152",68322,1996,NA,0,0,0
"10153",68324,1996,NA,0,0,0
"10154",68327,1996,NA,0,1,0
"10155",68344,1996,NA,0,0,0
"10156",68368,1996,NA,0,0,0
"10157",68370,1996,NA,0,0,0
"10158",68377,1996,NA,0,1,0
"10159",68385,1996,NA,1,0,1
"10160",68397,1996,NA,0,0,0
"10161",68406,1996,NA,0,0,1
"10162",68418,1996,NA,0,0,0
"10163",68425,1996,NA,1,0,1
"10164",68432,1996,NA,0,0,1
"10165",68444,1996,NA,0,0,0
"10166",68464,1996,NA,0,0,0
"10167",68468,1996,NA,0,0,1
"10168",68498,1996,NA,0,0,0
"10169",68500,1996,NA,0,0,0
"10170",68502,1996,NA,0,0,0
"10171",68522,1996,NA,0,0,0
"10172",68524,1996,NA,0,0,0
"10173",68533,1996,NA,0,0,0
"10174",68547,1996,NA,0,1,1
"10175",68549,1996,NA,0,0,0
"10176",68572,1996,NA,0,0,0
"10177",68573,1996,NA,1,1,1
"10178",68575,1996,NA,1,1,1
"10179",68615,1996,NA,1,1,1
"10180",68655,1996,NA,1,1,1
"10181",68669,1996,NA,0,0,0
"10182",68673,1996,NA,0,0,0
"10183",68679,1996,NA,0,0,0
"10184",68682,1996,NA,0,0,0
"10185",68684,1996,NA,0,0,0
"10186",68686,1996,NA,0,0,0
"10187",68689,1996,NA,1,0,1
"10188",68705,1996,NA,0,0,0
"10189",68720,1996,NA,0,0,0
"10190",68745,1996,NA,1,0,1
"10191",68755,1996,NA,0,0,0
"10192",68770,1996,NA,0,0,1
"10193",68773,1996,NA,0,0,0
"10194",68780,1996,NA,0,1,0
"10195",68820,1996,NA,0,0,0
"10196",68855,1996,NA,0,0,0
"10197",68861,1996,NA,0,0,0
"10198",68867,1996,NA,0,0,0
"10199",68872,1996,NA,0,0,0
"10200",68895,1996,NA,0,1,0
"10201",70001,1996,NA,1,1,1
"10202",70110,1996,NA,0,0,0
"10203",70124,1996,NA,0,0,0
"10204",70204,1996,NA,0,1,0
"10205",70215,1996,NA,0,0,1
"10206",70221,1996,NA,0,0,0
"10207",70230,1996,NA,1,0,1
"10208",70233,1996,NA,0,0,0
"10209",70235,1996,NA,0,0,0
"10210",70265,1996,NA,0,1,0
"10211",70400,1996,NA,0,0,0
"10212",70418,1996,NA,0,0,0
"10213",70429,1996,NA,1,1,1
"10214",70473,1996,NA,1,0,1
"10215",70508,1996,NA,1,1,1
"10216",70523,1996,NA,0,1,0
"10217",70670,1996,NA,0,1,0
"10218",70678,1996,NA,0,1,0
"10219",70702,1996,NA,0,0,0
"10220",70708,1996,NA,0,1,0
"10221",70713,1996,NA,0,1,1
"10222",70717,1996,NA,0,0,0
"10223",70742,1996,NA,1,0,1
"10224",70771,1996,NA,1,0,1
"10225",70820,1996,NA,0,1,0
"10226",70823,1996,NA,1,1,1
"10227",73001,1996,NA,1,1,1
"10228",73024,1996,NA,0,0,0
"10229",73026,1996,NA,0,0,0
"10230",73030,1996,NA,0,1,0
"10231",73043,1996,NA,1,1,1
"10232",73055,1996,NA,0,1,0
"10233",73067,1996,NA,1,0,1
"10234",73124,1996,NA,1,0,1
"10235",73148,1996,NA,0,0,0
"10236",73152,1996,NA,0,0,0
"10237",73168,1996,NA,1,0,1
"10238",73200,1996,NA,0,0,0
"10239",73217,1996,NA,0,0,0
"10240",73226,1996,NA,1,0,1
"10241",73236,1996,NA,1,0,1
"10242",73268,1996,NA,0,1,0
"10243",73270,1996,NA,0,1,0
"10244",73275,1996,NA,0,0,0
"10245",73283,1996,NA,0,1,0
"10246",73319,1996,NA,0,0,0
"10247",73347,1996,NA,0,0,0
"10248",73349,1996,NA,0,0,0
"10249",73352,1996,NA,0,0,0
"10250",73408,1996,NA,0,1,1
"10251",73411,1996,NA,1,1,1
"10252",73443,1996,NA,0,1,1
"10253",73449,1996,NA,0,0,0
"10254",73461,1996,NA,0,0,0
"10255",73483,1996,NA,0,0,0
"10256",73504,1996,NA,0,0,0
"10257",73520,1996,NA,0,0,0
"10258",73547,1996,NA,0,0,0
"10259",73555,1996,NA,1,0,1
"10260",73563,1996,NA,1,0,1
"10261",73585,1996,NA,1,1,1
"10262",73616,1996,NA,0,0,0
"10263",73622,1996,NA,0,0,0
"10264",73624,1996,NA,0,1,0
"10265",73671,1996,NA,0,0,0
"10266",73675,1996,NA,0,0,0
"10267",73678,1996,NA,0,0,0
"10268",73686,1996,NA,0,0,0
"10269",73770,1996,NA,0,0,0
"10270",73854,1996,NA,0,0,0
"10271",73861,1996,NA,1,0,1
"10272",73870,1996,NA,0,0,0
"10273",73873,1996,NA,0,0,0
"10274",76001,1996,NA,1,1,1
"10275",76020,1996,NA,1,1,1
"10276",76036,1996,NA,0,0,0
"10277",76041,1996,NA,0,0,0
"10278",76054,1996,NA,0,0,0
"10279",76100,1996,NA,0,0,1
"10280",76109,1996,NA,1,1,1
"10281",76111,1996,NA,1,1,1
"10282",76113,1996,NA,0,1,1
"10283",76122,1996,NA,0,0,0
"10284",76126,1996,NA,0,0,0
"10285",76130,1996,NA,0,1,0
"10286",76147,1996,NA,0,0,0
"10287",76233,1996,NA,1,1,1
"10288",76243,1996,NA,0,0,0
"10289",76246,1996,NA,0,1,0
"10290",76248,1996,NA,0,0,0
"10291",76250,1996,NA,0,0,0
"10292",76275,1996,NA,1,1,1
"10293",76306,1996,NA,0,0,0
"10294",76318,1996,NA,0,1,0
"10295",76364,1996,NA,1,1,1
"10296",76377,1996,NA,0,1,0
"10297",76400,1996,NA,0,0,0
"10298",76403,1996,NA,0,0,0
"10299",76497,1996,NA,0,0,0
"10300",76520,1996,NA,0,1,0
"10301",76563,1996,NA,0,1,0
"10302",76606,1996,NA,1,0,1
"10303",76616,1996,NA,0,0,0
"10304",76622,1996,NA,0,1,0
"10305",76670,1996,NA,0,1,0
"10306",76736,1996,NA,0,1,0
"10307",76823,1996,NA,0,0,0
"10308",76828,1996,NA,0,0,0
"10309",76834,1996,NA,1,1,1
"10310",76845,1996,NA,0,0,0
"10311",76863,1996,NA,0,0,0
"10312",76869,1996,NA,0,0,0
"10313",76890,1996,NA,0,0,0
"10314",76892,1996,NA,0,1,0
"10315",76895,1996,NA,0,1,0
"10316",81001,1996,NA,1,1,1
"10317",81065,1996,NA,1,1,1
"10318",81220,1996,NA,0,0,0
"10319",81300,1996,NA,0,0,0
"10320",81591,1996,NA,1,0,1
"10321",81736,1996,NA,1,1,1
"10322",81794,1996,NA,1,1,1
"10323",85001,1996,NA,1,1,1
"10324",85010,1996,NA,1,1,1
"10325",85015,1996,NA,0,0,1
"10326",85125,1996,NA,1,0,1
"10327",85136,1996,NA,0,0,0
"10328",85139,1996,NA,1,1,1
"10329",85162,1996,NA,0,1,0
"10330",85225,1996,NA,1,0,1
"10331",85230,1996,NA,1,0,1
"10332",85250,1996,NA,0,0,0
"10333",85263,1996,NA,1,0,1
"10334",85279,1996,NA,1,1,1
"10335",85300,1996,NA,0,0,0
"10336",85315,1996,NA,1,0,1
"10337",85325,1996,NA,1,0,1
"10338",85400,1996,NA,1,0,1
"10339",85410,1996,NA,0,1,0
"10340",85430,1996,NA,0,1,1
"10341",85440,1996,NA,0,0,0
"10342",86001,1996,NA,1,0,1
"10343",86219,1996,NA,0,0,0
"10344",86320,1996,NA,1,0,1
"10345",86568,1996,NA,0,1,0
"10346",86569,1996,NA,0,0,0
"10347",86571,1996,NA,0,0,0
"10348",86573,1996,NA,1,0,1
"10349",86749,1996,NA,0,0,0
"10350",86755,1996,NA,0,0,0
"10351",86757,1996,NA,0,0,0
"10352",86760,1996,NA,0,0,0
"10353",86865,1996,NA,1,0,1
"10354",86865,1996,NA,1,0,1
"10355",86885,1996,NA,0,0,0
"10356",86999,1996,NA,0,0,0
"10357",88001,1996,NA,0,0,0
"10358",88564,1996,NA,0,0,0
"10359",91001,1996,NA,0,1,0
"10360",91263,1996,NA,0,0,0
"10361",91405,1996,NA,0,0,0
"10362",91407,1996,NA,0,0,0
"10363",91430,1996,NA,0,0,0
"10364",91460,1996,NA,0,0,0
"10365",91530,1996,NA,0,0,0
"10366",91536,1996,NA,0,0,0
"10367",91540,1996,NA,0,0,0
"10368",91669,1996,NA,0,0,0
"10369",91798,1996,NA,0,0,0
"10370",94001,1996,NA,0,0,0
"10371",94343,1996,NA,0,0,0
"10372",94663,1996,NA,0,0,0
"10373",94883,1996,NA,0,0,0
"10374",94884,1996,NA,0,0,0
"10375",94885,1996,NA,0,0,0
"10376",94886,1996,NA,0,0,0
"10377",94887,1996,NA,0,0,0
"10378",94888,1996,NA,0,0,0
"10379",95001,1996,NA,1,1,1
"10380",95015,1996,NA,0,0,0
"10381",95025,1996,NA,0,0,0
"10382",95200,1996,NA,0,0,0
"10383",97001,1996,NA,0,0,0
"10384",97161,1996,NA,0,0,0
"10385",97511,1996,NA,0,0,0
"10386",97666,1996,NA,0,0,0
"10387",5001,1997,1,1,1,1
"10388",5002,1997,0,0,0,0
"10389",5004,1997,0,1,0,1
"10390",5021,1997,0,0,0,0
"10391",5030,1997,0,0,0,0
"10392",5031,1997,0,0,1,1
"10393",5034,1997,0,0,1,0
"10394",5036,1997,0,0,0,0
"10395",5038,1997,0,0,0,1
"10396",5040,1997,1,0,1,0
"10397",5042,1997,1,1,1,1
"10398",5044,1997,0,1,1,1
"10399",5045,1997,1,1,1,1
"10400",5051,1997,0,0,1,0
"10401",5055,1997,0,1,0,1
"10402",5059,1997,0,0,0,0
"10403",5079,1997,0,1,1,1
"10404",5086,1997,0,1,1,1
"10405",5088,1997,0,0,1,0
"10406",5091,1997,0,0,0,0
"10407",5093,1997,1,1,1,1
"10408",5101,1997,0,0,0,1
"10409",5107,1997,0,1,0,1
"10410",5113,1997,0,0,0,0
"10411",5120,1997,0,0,1,1
"10412",5125,1997,1,1,1,1
"10413",5129,1997,0,1,1,1
"10414",5134,1997,0,1,1,1
"10415",5138,1997,0,1,1,1
"10416",5142,1997,0,0,0,0
"10417",5145,1997,0,0,1,0
"10418",5147,1997,0,1,1,1
"10419",5148,1997,0,1,1,1
"10420",5150,1997,0,0,0,0
"10421",5154,1997,0,0,1,1
"10422",5172,1997,1,1,1,1
"10423",5190,1997,0,1,1,1
"10424",5197,1997,0,1,1,1
"10425",5206,1997,0,0,0,0
"10426",5209,1997,0,1,1,1
"10427",5212,1997,0,0,0,0
"10428",5234,1997,1,1,1,1
"10429",5237,1997,0,0,0,0
"10430",5240,1997,0,0,1,0
"10431",5250,1997,0,0,1,1
"10432",5264,1997,0,1,1,1
"10433",5266,1997,0,0,1,0
"10434",5282,1997,0,0,1,0
"10435",5284,1997,0,1,1,1
"10436",5306,1997,0,0,0,0
"10437",5308,1997,0,0,0,1
"10438",5310,1997,0,0,0,0
"10439",5313,1997,0,1,0,1
"10440",5315,1997,0,0,1,0
"10441",5318,1997,0,0,1,1
"10442",5321,1997,0,1,1,1
"10443",5347,1997,0,0,1,0
"10444",5353,1997,0,0,0,1
"10445",5360,1997,0,0,1,0
"10446",5361,1997,0,0,0,0
"10447",5364,1997,0,0,0,1
"10448",5368,1997,0,0,1,0
"10449",5376,1997,0,0,1,1
"10450",5380,1997,0,1,0,1
"10451",5390,1997,0,0,0,0
"10452",5400,1997,0,1,1,1
"10453",5411,1997,0,1,0,1
"10454",5425,1997,0,0,1,1
"10455",5440,1997,0,0,1,1
"10456",5467,1997,0,0,1,0
"10457",5475,1997,0,0,0,0
"10458",5480,1997,1,1,1,1
"10459",5483,1997,0,1,0,1
"10460",5490,1997,0,0,0,0
"10461",5495,1997,0,1,1,1
"10462",5501,1997,0,1,0,1
"10463",5541,1997,0,0,1,1
"10464",5543,1997,0,1,1,1
"10465",5576,1997,0,0,0,0
"10466",5579,1997,0,0,1,1
"10467",5585,1997,0,0,0,0
"10468",5591,1997,0,1,1,1
"10469",5604,1997,0,1,1,1
"10470",5607,1997,0,0,1,1
"10471",5615,1997,0,0,1,1
"10472",5628,1997,0,1,1,1
"10473",5631,1997,0,1,1,1
"10474",5642,1997,1,1,1,1
"10475",5647,1997,0,0,0,0
"10476",5649,1997,0,1,1,1
"10477",5652,1997,0,0,0,0
"10478",5656,1997,0,0,1,0
"10479",5658,1997,0,1,0,1
"10480",5659,1997,0,0,0,0
"10481",5660,1997,0,1,1,1
"10482",5664,1997,0,0,1,0
"10483",5665,1997,0,1,0,1
"10484",5667,1997,0,1,1,1
"10485",5670,1997,0,0,1,1
"10486",5674,1997,0,0,1,1
"10487",5679,1997,0,0,0,0
"10488",5686,1997,0,1,1,1
"10489",5690,1997,1,0,1,0
"10490",5697,1997,0,0,0,1
"10491",5736,1997,0,0,1,1
"10492",5756,1997,0,1,0,1
"10493",5761,1997,0,0,0,0
"10494",5789,1997,0,0,1,0
"10495",5790,1997,1,1,1,1
"10496",5792,1997,0,0,0,1
"10497",5809,1997,0,0,0,0
"10498",5819,1997,1,1,1,1
"10499",5837,1997,0,1,1,1
"10500",5842,1997,0,1,1,1
"10501",5847,1997,0,1,1,1
"10502",5854,1997,0,1,1,1
"10503",5856,1997,0,0,0,1
"10504",5858,1997,0,0,0,1
"10505",5861,1997,0,0,0,0
"10506",5873,1997,0,0,0,0
"10507",5885,1997,0,0,0,0
"10508",5887,1997,0,1,1,1
"10509",5890,1997,1,0,1,1
"10510",5893,1997,0,1,0,1
"10511",5895,1997,0,0,0,1
"10512",8001,1997,0,1,1,1
"10513",8078,1997,0,0,0,0
"10514",8137,1997,0,0,0,0
"10515",8141,1997,0,0,0,0
"10516",8296,1997,0,0,1,0
"10517",8372,1997,0,0,1,0
"10518",8421,1997,0,0,0,0
"10519",8433,1997,0,0,0,0
"10520",8436,1997,0,0,0,0
"10521",8520,1997,0,0,0,0
"10522",8549,1997,0,0,0,0
"10523",8558,1997,0,0,0,0
"10524",8560,1997,0,0,0,0
"10525",8573,1997,0,0,0,0
"10526",8606,1997,0,0,0,0
"10527",8634,1997,0,0,0,0
"10528",8638,1997,0,0,1,0
"10529",8675,1997,0,0,0,0
"10530",8685,1997,0,0,0,0
"10531",8758,1997,0,0,0,0
"10532",8770,1997,0,0,0,0
"10533",8832,1997,0,0,0,0
"10534",8849,1997,0,0,0,0
"10535",11001,1997,0,1,1,1
"10536",13001,1997,1,1,1,1
"10537",13006,1997,0,1,1,1
"10538",13030,1997,0,0,0,0
"10539",13042,1997,0,0,0,0
"10540",13052,1997,0,0,1,0
"10541",13062,1997,0,0,0,0
"10542",13074,1997,0,1,0,1
"10543",13140,1997,0,1,1,1
"10544",13160,1997,0,0,0,1
"10545",13188,1997,0,0,0,0
"10546",13212,1997,0,0,1,0
"10547",13222,1997,0,0,0,0
"10548",13244,1997,1,1,1,1
"10549",13248,1997,0,0,0,0
"10550",13268,1997,0,0,0,0
"10551",13300,1997,0,0,0,0
"10552",13430,1997,1,0,1,0
"10553",13433,1997,0,0,0,0
"10554",13440,1997,0,0,0,0
"10555",13442,1997,0,1,1,1
"10556",13458,1997,0,0,0,0
"10557",13468,1997,0,0,1,0
"10558",13473,1997,0,0,1,1
"10559",13490,1997,0,0,0,0
"10560",13549,1997,1,1,1,1
"10561",13580,1997,0,0,0,0
"10562",13600,1997,0,0,0,0
"10563",13620,1997,0,0,0,0
"10564",13647,1997,0,0,0,0
"10565",13650,1997,0,0,0,0
"10566",13654,1997,0,1,1,1
"10567",13655,1997,0,0,0,0
"10568",13657,1997,0,0,0,0
"10569",13667,1997,0,1,1,1
"10570",13670,1997,0,1,0,1
"10571",13673,1997,0,0,1,0
"10572",13683,1997,0,0,1,1
"10573",13688,1997,0,0,0,1
"10574",13744,1997,0,0,0,1
"10575",13760,1997,0,0,0,0
"10576",13780,1997,0,0,0,0
"10577",13810,1997,0,1,0,1
"10578",13836,1997,0,0,1,0
"10579",13838,1997,0,0,0,0
"10580",13873,1997,0,0,1,0
"10581",13894,1997,0,1,0,1
"10582",13989,1997,0,0,0,0
"10583",13990,1997,0,0,0,0
"10584",13991,1997,0,0,0,0
"10585",13992,1997,0,0,0,0
"10586",13993,1997,0,0,0,0
"10587",13994,1997,0,0,0,0
"10588",13995,1997,0,0,0,0
"10589",13996,1997,0,0,0,0
"10590",13997,1997,0,0,0,0
"10591",13998,1997,0,0,0,0
"10592",13999,1997,0,0,0,0
"10593",15001,1997,0,0,0,0
"10594",15022,1997,0,0,0,0
"10595",15047,1997,0,0,0,0
"10596",15051,1997,0,0,0,0
"10597",15087,1997,0,1,0,1
"10598",15090,1997,0,0,0,0
"10599",15092,1997,0,0,0,0
"10600",15097,1997,0,0,0,0
"10601",15104,1997,0,0,0,0
"10602",15106,1997,0,0,0,0
"10603",15109,1997,0,0,0,0
"10604",15114,1997,0,0,0,0
"10605",15131,1997,0,0,0,0
"10606",15135,1997,0,0,0,0
"10607",15162,1997,0,0,0,0
"10608",15172,1997,0,0,0,0
"10609",15176,1997,0,0,1,0
"10610",15180,1997,0,1,0,1
"10611",15183,1997,0,1,0,1
"10612",15185,1997,0,0,0,0
"10613",15187,1997,0,0,0,0
"10614",15189,1997,0,0,0,0
"10615",15204,1997,0,0,0,0
"10616",15212,1997,0,0,0,0
"10617",15215,1997,0,0,0,0
"10618",15218,1997,0,0,0,0
"10619",15223,1997,0,1,1,1
"10620",15224,1997,0,0,0,0
"10621",15226,1997,0,0,0,0
"10622",15232,1997,0,0,0,0
"10623",15236,1997,0,0,0,0
"10624",15238,1997,0,0,1,0
"10625",15244,1997,0,1,0,1
"10626",15248,1997,0,0,0,0
"10627",15272,1997,0,0,0,0
"10628",15276,1997,0,0,0,0
"10629",15293,1997,0,0,0,0
"10630",15296,1997,0,0,0,0
"10631",15299,1997,0,0,0,0
"10632",15317,1997,0,0,0,1
"10633",15322,1997,0,0,0,0
"10634",15325,1997,0,0,0,0
"10635",15332,1997,0,0,0,0
"10636",15362,1997,0,0,0,0
"10637",15367,1997,0,0,0,0
"10638",15368,1997,0,0,0,0
"10639",15377,1997,0,1,0,1
"10640",15380,1997,0,0,0,0
"10641",15401,1997,0,0,0,0
"10642",15403,1997,0,0,0,0
"10643",15407,1997,0,0,0,0
"10644",15425,1997,0,0,0,0
"10645",15442,1997,0,0,0,0
"10646",15455,1997,0,0,0,0
"10647",15464,1997,0,0,0,0
"10648",15466,1997,0,0,0,0
"10649",15469,1997,0,0,0,0
"10650",15476,1997,0,0,0,0
"10651",15480,1997,0,0,0,0
"10652",15491,1997,0,0,0,0
"10653",15494,1997,0,0,0,0
"10654",15500,1997,0,0,0,0
"10655",15507,1997,0,0,1,0
"10656",15511,1997,0,0,0,0
"10657",15514,1997,0,0,0,0
"10658",15516,1997,0,0,0,0
"10659",15518,1997,0,1,1,1
"10660",15522,1997,0,0,0,1
"10661",15531,1997,0,1,0,1
"10662",15533,1997,0,0,0,0
"10663",15537,1997,0,0,0,0
"10664",15542,1997,0,0,0,0
"10665",15550,1997,0,0,0,0
"10666",15550,1997,0,0,0,0
"10667",15550,1997,0,0,0,0
"10668",15572,1997,0,0,0,0
"10669",15580,1997,0,0,0,0
"10670",15599,1997,0,0,0,0
"10671",15600,1997,0,0,1,0
"10672",15621,1997,0,0,0,0
"10673",15632,1997,0,0,0,0
"10674",15638,1997,0,0,0,0
"10675",15646,1997,0,0,0,0
"10676",15660,1997,0,0,0,0
"10677",15664,1997,0,0,0,0
"10678",15667,1997,0,0,0,0
"10679",15673,1997,0,0,0,0
"10680",15676,1997,0,0,0,0
"10681",15681,1997,0,0,0,0
"10682",15686,1997,0,0,0,0
"10683",15690,1997,0,0,0,0
"10684",15693,1997,0,0,0,0
"10685",15696,1997,0,0,0,0
"10686",15720,1997,0,0,0,0
"10687",15723,1997,0,0,0,0
"10688",15740,1997,0,0,0,0
"10689",15753,1997,0,0,0,0
"10690",15755,1997,0,1,1,1
"10691",15757,1997,0,0,0,1
"10692",15759,1997,0,1,0,1
"10693",15761,1997,0,0,0,0
"10694",15762,1997,0,0,0,0
"10695",15763,1997,0,0,0,0
"10696",15764,1997,0,0,0,0
"10697",15774,1997,0,0,0,0
"10698",15776,1997,0,0,0,0
"10699",15778,1997,0,0,0,0
"10700",15790,1997,0,0,0,0
"10701",15798,1997,0,0,0,0
"10702",15804,1997,0,0,0,0
"10703",15806,1997,0,0,0,0
"10704",15808,1997,0,0,0,0
"10705",15810,1997,0,0,0,0
"10706",15814,1997,0,0,0,0
"10707",15816,1997,0,0,0,0
"10708",15820,1997,0,0,0,0
"10709",15822,1997,0,0,0,0
"10710",15832,1997,0,0,0,0
"10711",15835,1997,0,0,0,0
"10712",15837,1997,0,0,0,0
"10713",15839,1997,0,0,0,1
"10714",15842,1997,0,0,0,0
"10715",15861,1997,0,0,0,0
"10716",15879,1997,0,0,0,0
"10717",15897,1997,0,0,0,0
"10718",17001,1997,0,1,1,1
"10719",17013,1997,0,0,1,0
"10720",17042,1997,0,1,1,1
"10721",17050,1997,0,0,0,0
"10722",17088,1997,0,0,1,0
"10723",17174,1997,0,0,0,0
"10724",17272,1997,0,0,0,0
"10725",17380,1997,0,0,1,0
"10726",17388,1997,0,0,0,0
"10727",17433,1997,0,0,0,0
"10728",17442,1997,0,0,0,0
"10729",17444,1997,0,0,0,0
"10730",17446,1997,0,0,0,0
"10731",17486,1997,0,0,1,0
"10732",17495,1997,0,0,0,0
"10733",17513,1997,0,1,0,1
"10734",17524,1997,0,0,0,0
"10735",17541,1997,0,1,0,1
"10736",17614,1997,0,0,1,0
"10737",17616,1997,0,0,1,1
"10738",17653,1997,0,0,0,0
"10739",17662,1997,0,0,0,0
"10740",17665,1997,0,0,0,0
"10741",17777,1997,0,1,0,1
"10742",17867,1997,0,0,1,0
"10743",17873,1997,0,0,1,0
"10744",17877,1997,0,0,0,0
"10745",18001,1997,0,1,1,1
"10746",18029,1997,0,0,0,0
"10747",18094,1997,0,0,0,0
"10748",18150,1997,0,1,1,1
"10749",18205,1997,0,0,1,0
"10750",18247,1997,0,1,1,1
"10751",18256,1997,0,0,0,0
"10752",18410,1997,0,1,0,1
"10753",18460,1997,0,1,0,1
"10754",18479,1997,0,1,1,1
"10755",18592,1997,0,1,1,1
"10756",18610,1997,0,1,1,1
"10757",18753,1997,0,1,1,1
"10758",18756,1997,0,0,0,0
"10759",18765,1997,0,0,0,0
"10760",18785,1997,0,0,0,0
"10761",18860,1997,0,1,1,1
"10762",19001,1997,0,1,1,1
"10763",19022,1997,0,0,0,0
"10764",19050,1997,0,1,0,1
"10765",19075,1997,0,1,1,1
"10766",19100,1997,0,0,0,1
"10767",19110,1997,0,1,1,1
"10768",19130,1997,0,0,1,1
"10769",19137,1997,0,1,1,1
"10770",19142,1997,0,1,1,1
"10771",19212,1997,0,0,0,0
"10772",19256,1997,0,1,1,1
"10773",19290,1997,0,0,0,0
"10774",19300,1997,0,0,0,0
"10775",19318,1997,0,0,0,0
"10776",19355,1997,0,0,0,0
"10777",19364,1997,0,1,0,1
"10778",19392,1997,0,0,1,0
"10779",19397,1997,0,0,1,1
"10780",19418,1997,0,0,0,0
"10781",19450,1997,0,1,1,1
"10782",19455,1997,0,1,1,1
"10783",19473,1997,0,0,0,0
"10784",19513,1997,0,0,1,0
"10785",19517,1997,0,1,0,1
"10786",19532,1997,0,1,1,1
"10787",19533,1997,0,0,0,0
"10788",19548,1997,0,1,0,1
"10789",19573,1997,0,0,1,0
"10790",19585,1997,0,0,0,0
"10791",19622,1997,0,0,1,1
"10792",19693,1997,0,0,1,0
"10793",19698,1997,0,1,1,1
"10794",19701,1997,0,0,0,0
"10795",19743,1997,0,1,1,1
"10796",19760,1997,0,0,0,0
"10797",19780,1997,0,1,0,1
"10798",19785,1997,0,0,0,0
"10799",19807,1997,0,1,1,1
"10800",19809,1997,0,0,0,0
"10801",19821,1997,0,1,0,1
"10802",19824,1997,0,1,1,1
"10803",19845,1997,0,0,0,0
"10804",20001,1997,1,1,1,1
"10805",20011,1997,0,0,1,1
"10806",20013,1997,1,1,1,1
"10807",20032,1997,0,0,0,0
"10808",20045,1997,0,1,1,1
"10809",20060,1997,0,0,1,1
"10810",20175,1997,0,0,0,1
"10811",20178,1997,0,1,1,1
"10812",20228,1997,0,0,1,1
"10813",20238,1997,0,0,0,0
"10814",20250,1997,0,1,1,1
"10815",20295,1997,0,0,1,0
"10816",20310,1997,0,0,0,0
"10817",20383,1997,0,0,1,1
"10818",20400,1997,1,0,1,1
"10819",20443,1997,0,0,1,1
"10820",20517,1997,0,0,0,1
"10821",20550,1997,0,0,1,1
"10822",20570,1997,0,0,0,0
"10823",20614,1997,0,0,0,0
"10824",20621,1997,0,1,1,1
"10825",20710,1997,0,0,1,1
"10826",20750,1997,1,0,1,0
"10827",20770,1997,1,0,1,0
"10828",20787,1997,0,1,1,1
"10829",23001,1997,0,1,1,1
"10830",23068,1997,0,0,1,0
"10831",23079,1997,0,0,1,0
"10832",23090,1997,0,0,1,0
"10833",23162,1997,0,0,1,0
"10834",23168,1997,0,0,1,0
"10835",23182,1997,0,0,1,0
"10836",23189,1997,0,0,1,0
"10837",23300,1997,0,0,0,0
"10838",23350,1997,0,0,0,0
"10839",23417,1997,0,0,1,0
"10840",23419,1997,0,0,0,0
"10841",23464,1997,0,0,0,0
"10842",23466,1997,0,0,1,0
"10843",23500,1997,0,0,0,0
